name,logAge,logMass
ASCC_21,7.11,2.93
NGC_1981,7.11,1.298
NGC_1976,6.0,1.9880000000000002
NGC_1977,6.6,1.4409999999999998
NGC_1980,6.67,1.53
Collinder_70,7.4,3.4539999999999997
Platais_6,7.96,3.3939999999999997
ASCC_24,7.3,1.601
Collinder_95,7.3,1.125
NGC_2244,6.7,2.929
NGC_2264,6.75,3.252
NGC_2306,9.0,2.147
ASCC_33,7.7,3.891
vdBergh_92,7.36,2.772
NGC_2358,8.785,1.825
NGC_2467,8.1,2.7960000000000003
ASCC_45,7.25,3.907
Pismis_4,8.155,2.475
Mamajek_1,6.99,-0.373
Turner_5,8.49,3.609
Ruprecht_90,6.8,4.896
Collinder_228,6.68,3.7460000000000004
Trumpler_14,6.0,2.7769999999999997
Trumpler_15,7.08,2.345
Trumpler_16,6.5,3.05
Pismis_17,7.4,3.991
Collinder_258,8.35,2.362
Loden_694,7.38,3.866
NGC_4755,7.3,3.492
Stock_16,6.78,3.1510000000000002
NGC_5460,8.3,2.2319999999999998
ASCC_77,6.75,4.123
NGC_5662,8.275,2.36
Alessi_8,8.105,1.9969999999999999
NGC_6025,8.18,2.6210000000000004
NGC_6087,7.95,3.2030000000000003
NGC_6231,7.05,2.823
ESO_332-08,8.17,1.732
NGC_6242,7.55,2.6519999999999997
NGC_6250,7.42,2.9
ASCC_86,8.05,3.0189999999999997
NGC_6322,7.16,1.5419999999999998
ASCC_89,7.0,3.486
NGC_6383,6.6,2.6069999999999998
NGC_6514,6.9,2.1430000000000002
NGC_6530,6.67,2.8310000000000004
Collinder_367,7.295,3.503
NGC_6611,6.33,3.003
NGC_6613,7.705,2.274
NGC_6618,6.0,4.479
ASCC_111,6.65,4.251
Roslund_6,8.67,1.489
NGC_7058,8.35,0.159
ASCC_122,7.7,3.4530000000000003
ASCC_123,8.191,2.6689999999999996
NGC_7380,7.25,3.645
ASCC_125,6.7,4.467
Berkeley_14A,6.97,3.8739999999999997
Cep_OB3,7.75,4.037
Collinder_121,7.08,3.641
Cyg_OB2,6.72,4.495
Harvard_10,7.97,3.9419999999999997
Lynga_7,10.05,1.9980000000000002
NGC_3324,6.1,3.427
Platais_3,8.8,3.103
Platais_9,8.09,3.4360000000000004
Sco_OB4,6.82,5.178
Sco_OB5,6.325,5.6579999999999995
Sgr_OB7,6.45,5.351
Sigma_Ori,6.1,1.8780000000000001
vdBergh-Hagen_23,7.14,1.743
vdBergh-Hagen_205,7.12,1.952
