ID,RA,Dec,ID_Simbad
NAME_Muzzio_1,08 57 54.720,-47 45 39.600,NAME_Muzzio_1
ESO_260-6,08 46 17.000,-47 41 06.000,ESO_260-6
Cl_Melotte_66,07 26 17.520,-47 41 06.000,Cl_Melotte_66
Cl_Hogg_20,16 44 33.000,-47 39 18.000,Cl_Hogg_20
C_0843-474,08 44 29.000,-47 34 12.000,C_0843-474
[DBS2003]_35,09 15 10.000,-47 27 54.000,[DBS2003]_35
NGC_6200,16 44 10.000,-47 27 54.000,NGC_6200
[KPS2012]_MWSC_1523,08 39 27.000,-47 21 24.000,[KPS2012]_MWSC_1523
[FSR2007]_1471,09 24 11.000,-47 20 24.000,[FSR2007]_1471
Patchick_94,16 29 35.280,-47 18 36.000,Patchick_94
[DBS2003]_169,16 38 51.000,-47 17 36.000,[DBS2003]_169
C_0822-470,08 24 25.200,-47 12 25.200,C_0822-470
NGC_2660,08 42 40.080,-47 12 03.600,NGC_2660
Cl_Alessi_9,17 43 53.760,-47 01 40.800,Cl_Alessi_9
[KPS2012]_MWSC_2521,17 03 16.000,-47 09 06.000,[KPS2012]_MWSC_2521
[KPS2012]_MWSC_1524,08 39 31.200,-47 05 52.800,[KPS2012]_MWSC_1524
Cl_Hogg_22,16 46 37.000,-47 05 24.000,Cl_Hogg_22
[DBS2003]_171,16 38 08.000,-47 04 42.000,[DBS2003]_171
ESO_261-3,09 11 19.000,-47 03 36.000,ESO_261-3
ESO_260-7,08 48 00.000,-47 01 48.000,ESO_260-7
C_0953-467,09 56 20.000,-47 01 48.000,C_0953-467
NGC_6204,16 46 09.120,-47 01 37.200,NGC_6204
[KPS2012]_MWSC_1740,09 59 55.000,-46 59 06.000,[KPS2012]_MWSC_1740
C_0847-465,08 49 15.840,-46 52 30.000,C_0847-465
NGC_2932,09 35 28.000,-46 48 36.000,
ESO_258-1,07 45 38.000,-46 42 36.000,ESO_258-1
Cl_Alessi_3,07 17 06.000,-46 08 31.200,Cl_Alessi_3
Teutsch_103,09 28 34.800,-46 36 25.200,Teutsch_103
[KPS2012]_MWSC_2043,12 31 53.000,-46 28 36.000,[KPS2012]_MWSC_2043
[KPS2012]_MWSC_4498,19 32 01.000,-46 26 06.000,[KPS2012]_MWSC_4498
[KPS2012]_MWSC_1609,08 58 25.000,-46 18 12.000,[KPS2012]_MWSC_1609
Cl_Lynga_11,16 38 08.000,-46 17 42.000,Cl_Lynga_11
SAI_94,08 44 41.040,-46 17 31.200,SAI_94
[KPS2012]_MWSC_5705,19 06 53.000,-46 16 18.000,
C_0839-461,08 41 37.680,-46 16 19.200,C_0839-461
NGC_2645,08 39 05.760,-46 14 06.000,NGC_2645
Cl_Ruprecht_121,16 41 44.640,-46 09 32.400,Cl_Ruprecht_121
C_0838-459,08 40 23.000,-46 08 00.000,C_0838-459
ESO_260-17,09 04 45.000,-46 02 06.000,ESO_260-17
[KPS2012]_MWSC_1517,08 37 38.000,-46 01 00.000,[KPS2012]_MWSC_1517
ESO_275-1,15 55 04.560,-46 00 50.400,ESO_275-1
C_0843-458,08 44 46.000,-45 58 48.000,C_0843-458
[KPS2012]_MWSC_1969,11 44 04.000,-45 55 30.000,[KPS2012]_MWSC_1969
ESO_245-9,01 53 43.000,-45 55 12.000,ESO_245-9
[DBS2003]_108,17 11 19.000,-45 54 00.000,[DBS2003]_108
Cl_VDBH_197,16 46 30.000,-45 51 00.000,Cl_VDBH_197
[KPS2012]_MWSC_1656,09 21 47.000,-45 45 36.000,[KPS2012]_MWSC_1656
[KPS2012]_MWSC_1972,11 44 42.000,-45 39 36.000,[KPS2012]_MWSC_1972
NGC_6178,16 35 45.360,-45 38 06.000,NGC_6178
[KPS2012]_MWSC_2268,15 04 16.000,-45 33 00.000,[KPS2012]_MWSC_2268
[KPR2005]_85,16 47 24.720,-45 33 18.000,[KPR2005]_85
[KPS2012]_MWSC_1555,08 45 29.000,-45 24 06.000,[KPS2012]_MWSC_1555
Cl_Ruprecht_156,08 19 34.000,-45 21 00.000,Cl_Ruprecht_156
[DBS2003]_174,16 48 11.000,-45 21 00.000,[DBS2003]_174
ESO_265-1,11 00 56.000,-45 20 24.000,ESO_265-1
[DBS2003]_106,16 54 22.000,-45 17 54.000,[DBS2003]_106
[KPS2012]_MWSC_2869,18 17 02.000,-45 15 00.000,[KPS2012]_MWSC_2869
ESO_252-14,05 15 58.000,-45 14 24.000,ESO_252-14
Cl_Lynga_14,16 55 03.360,-45 14 20.400,Cl_Lynga_14
NAME_Moitinho_1,08 19 17.000,-45 12 30.000,NAME_Moitinho_1
NGC_3446,10 52 17.000,-45 07 30.000,NGC_3446
ESO_261-5,09 20 01.680,-45 07 51.600,ESO_261-5
NGC_2659,08 42 32.160,-44 59 56.400,NGC_2659
[KPS2012]_MWSC_4178,14 27 38.000,-44 56 42.000,[KPS2012]_MWSC_4178
NGC_6249,16 57 46.800,-44 48 54.000,NGC_6249
NGC_6222,16 50 28.000,-44 43 48.000,NGC_6222
[FSR2007]_1415,08 40 23.000,-44 43 30.000,[FSR2007]_1415
NGC_6216,16 49 20.400,-44 43 15.600,NGC_6216
NGC_2220,06 20 53.000,-44 42 00.000,NGC_2220
NGC_6259,17 00 46.800,-44 40 40.800,NGC_6259
[KPS2012]_MWSC_1171,07 18 18.000,-44 40 12.000,[KPS2012]_MWSC_1171
ESO_261-7,09 24 36.000,-44 40 12.000,ESO_261-7
C_0829-443,08 31 12.000,-44 30 18.000,C_0829-443
C_0800-442,08 01 44.000,-44 25 24.000,C_0800-442
C_0848-442,08 49 39.120,-44 21 10.800,C_0848-442
[KPS2012]_MWSC_1925,11 14 51.000,-44 19 48.000,[KPS2012]_MWSC_1925
[FSR2007]_1430,08 51 52.000,-44 15 12.000,[FSR2007]_1430
Cl_VDBH_200,16 49 56.160,-44 10 55.200,Cl_VDBH_200
ESO_281-24,18 39 59.000,-44 11 24.000,ESO_281-24
[KPS2012]_MWSC_1594,08 52 56.000,-44 11 06.000,[KPS2012]_MWSC_1594
[KPS2012]_MWSC_1513,08 37 17.000,-44 07 54.000,[KPS2012]_MWSC_1513
Cl_Ruprecht_81,09 45 12.000,-44 06 00.000,Cl_Ruprecht_81
C_0837-438,08 39 16.000,-44 04 12.000,C_0837-438
[KPS2012]_MWSC_2237,14 39 40.000,-44 04 12.000,[KPS2012]_MWSC_2237
Cl_Ruprecht_80,09 42 04.000,-44 01 12.000,Cl_Ruprecht_80
NGC_6169,16 34 07.000,-44 01 00.000,NGC_6169
[KPS2012]_MWSC_1568,08 47 39.000,-43 59 54.000,[KPS2012]_MWSC_1568
[KPS2012]_MWSC_1620,09 02 48.000,-43 57 36.000,[KPS2012]_MWSC_1620
[KPS2012]_MWSC_1737,09 59 20.000,-43 54 30.000,[KPS2012]_MWSC_1737
[DBS2003]_27,08 46 39.000,-43 53 00.000,[DBS2003]_27
[KPS2012]_MWSC_1505,08 34 23.000,-43 51 36.000,[KPS2012]_MWSC_1505
[KPS2012]_MWSC_1582,08 50 38.000,-43 49 54.000,[KPS2012]_MWSC_1582
[KPS2012]_MWSC_1604,08 56 52.320,-43 45 25.200,[KPS2012]_MWSC_1604
ESO_277-4,16 40 24.000,-43 44 24.000,ESO_277-4
[KPS2012]_MWSC_2073,12 54 27.000,-43 40 48.000,[KPS2012]_MWSC_2073
Cl_Pismis_10,09 02 38.000,-43 38 12.000,Cl_Pismis_10
Cl_VDBH_37,08 35 47.040,-43 36 36.000,Cl_VDBH_37
[FSR2007]_1635,12 54 57.000,-43 30 12.000,[FSR2007]_1635
Cl_Lynga_13,16 48 56.000,-43 25 42.000,Cl_Lynga_13
[DBS2003]_175,16 52 35.000,-43 23 48.000,[DBS2003]_175
C_0840-432,08 41 51.360,-43 21 46.800,C_0840-432
NGC_6192,16 40 18.480,-43 21 18.000,NGC_6192
C_0855-430,08 57 25.200,-43 10 51.600,C_0855-430
NGC_3680,11 25 34.080,-43 14 24.000,NGC_3680
[KPS2012]_MWSC_2145,13 38 01.000,-43 10 48.000,[KPS2012]_MWSC_2145
[KPS2012]_MWSC_1837,10 39 58.000,-43 07 24.000,[KPS2012]_MWSC_1837
NGC_6322,17 18 30.000,-42 56 13.200,NGC_6322
[KPS2012]_MWSC_5604,03 09 49.000,-42 52 48.000,
[KPS2012]_MWSC_2185,13 57 31.000,-42 52 12.000,[KPS2012]_MWSC_2185
ESO_311-14,07 49 24.000,-42 41 06.000,ESO_311-14
ESO_282-26,19 13 44.000,-42 37 48.000,ESO_282-26
[KPS2012]_MWSC_1608,08 58 06.000,-42 36 00.000,[KPS2012]_MWSC_1608
[DBS2003]_176,16 59 26.000,-42 34 30.000,[DBS2003]_176
C_0846-423,08 47 46.320,-42 33 57.600,C_0846-423
[FSR2007]_1744,16 51 32.000,-42 23 36.000,[FSR2007]_1744
ESO_309-3,06 50 39.000,-42 23 00.000,ESO_309-3
[KPS2012]_MWSC_1512,08 37 03.000,-42 21 54.000,[KPS2012]_MWSC_1512
[KPS2012]_MWSC_1518,08 38 17.000,-42 21 00.000,[KPS2012]_MWSC_1518
[KPS2012]_MWSC_5744,20 20 20.000,-42 14 42.000,
[KPS2012]_MWSC_1726,09 54 34.000,-42 14 06.000,[KPS2012]_MWSC_1726
ESO_334-2,17 36 57.000,-42 14 06.000,ESO_334-2
[KPS2012]_MWSC_5665,06 10 26.000,-42 12 36.000,
[KPS2012]_MWSC_2383,16 19 05.000,-42 07 42.000,[KPS2012]_MWSC_2383
[KPS2012]_MWSC_3015,18 53 14.000,-42 07 30.000,[KPS2012]_MWSC_3015
Teutsch_84,17 04 21.600,-42 04 12.000,Teutsch_84
Teutsch_64,08 32 30.000,-41 59 42.000,Teutsch_64
ESO_324-15,13 23 28.000,-41 52 48.000,ESO_324-15
[KPS2012]_MWSC_1453,08 12 58.000,-41 52 30.000,[KPS2012]_MWSC_1453
NGC_2671,08 46 13.680,-41 53 09.600,NGC_2671
[KPS2012]_MWSC_5215,13 46 03.000,-41 50 36.000,
NGC_6231,16 54 10.800,-41 48 43.200,NGC_6231
ESO_313-3,08 31 37.680,-41 47 02.400,ESO_313-3
[DBS2003]_178,17 02 13.000,-41 47 06.000,[DBS2003]_178
[KPS2012]_MWSC_1493,08 28 06.000,-41 46 12.000,[KPS2012]_MWSC_1493
[KPS2012]_MWSC_2178,13 54 38.000,-41 46 06.000,[KPS2012]_MWSC_2178
[KPR2005]_50,08 50 31.440,-41 44 16.800,[KPR2005]_50
C_0816-414,08 17 54.480,-41 40 26.400,C_0816-414
ESO_311-21,08 01 39.600,-41 35 45.600,ESO_311-21
ESO_312-3,08 24 29.520,-41 17 13.200,ESO_312-3
ESO_312-4,08 26 53.280,-41 15 03.600,ESO_312-4
[KPS2012]_MWSC_1427,08 04 09.000,-41 13 06.000,[KPS2012]_MWSC_1427
[KPS2012]_MWSC_1623,09 04 37.000,-41 07 36.000,[KPS2012]_MWSC_1623
Cl_VDBH_211,17 02 08.400,-41 06 46.800,Cl_VDBH_211
ESO_329-2,15 27 32.000,-41 03 00.000,ESO_329-2
ESO_335-5,18 16 12.000,-41 03 00.000,ESO_335-5
C_1651-408,16 55 06.960,-40 56 49.200,C_1651-408
[KPS2012]_MWSC_1409,08 00 16.000,-40 53 54.000,[KPS2012]_MWSC_1409
ESO_332-22,17 07 25.000,-40 49 00.000,ESO_332-22
C_1712-407,17 16 17.040,-40 48 54.000,C_1712-407
ESO_332-11,16 56 06.000,-40 46 48.000,ESO_332-11
C_1724-407,17 28 01.000,-40 43 48.000,C_1724-407
ESO_332-8,16 54 47.000,-40 42 54.000,ESO_332-8
C_1652-405,16 56 09.000,-40 40 48.000,C_1652-405
[KPS2012]_MWSC_1412,08 01 12.960,-40 40 33.600,[KPS2012]_MWSC_1412
NGC_6124,16 25 19.680,-40 39 39.600,NGC_6124
ESO_332-13,16 56 40.000,-40 34 30.000,ESO_332-13
NGC_2849,09 19 24.000,-40 31 12.000,NGC_2849
[KPS2012]_MWSC_4146,11 00 45.000,-40 29 24.000,[KPS2012]_MWSC_4146
C_0810-403,08 12 40.000,-40 29 06.000,C_0810-403
Cl_Ruprecht_125,17 29 40.000,-40 27 00.000,Cl_Ruprecht_125
[KPS2012]_MWSC_1510,08 37 01.000,-40 23 06.000,[KPS2012]_MWSC_1510
ESO_313-12,08 43 51.000,-40 13 30.000,ESO_313-12
[FSR2007]_1737,16 18 23.000,-40 13 12.000,[FSR2007]_1737
C_0835-399,08 37 05.000,-40 11 06.000,C_0835-399
[DBS2003]_115,16 59 15.000,-40 07 12.000,[DBS2003]_115
C_1738-400,17 41 23.280,-40 09 28.800,C_1738-400
[KPS2012]_MWSC_1494,08 28 22.000,-40 05 00.000,[KPS2012]_MWSC_1494
[KPS2012]_MWSC_1443,08 11 03.360,-39 59 38.400,[KPS2012]_MWSC_1443
[KPS2012]_MWSC_5704,19 04 21.000,-39 55 48.000,
[KPS2012]_MWSC_1486,08 24 31.000,-39 54 18.000,[KPS2012]_MWSC_1486
[KPS2012]_MWSC_2617,17 31 14.400,-39 48 54.000,[KPS2012]_MWSC_2617
NGC_6268,17 02 05.760,-39 43 15.600,NGC_6268
Teutsch_85,17 13 14.160,-39 43 04.800,Teutsch_85
[SSW94]_b,08 25 27.840,-39 38 24.000,[SSW94]_b
ESO_313-7,08 37 37.680,-39 36 10.800,ESO_313-7
C_0854-393,08 56 10.080,-39 31 04.800,C_0854-393
NGC_6242,16 55 30.720,-39 28 26.400,NGC_6242
NGC_6318,17 16 10.560,-39 25 26.400,NGC_6318
[KPS2012]_MWSC_1546,08 44 08.400,-39 21 07.200,[KPS2012]_MWSC_1546
[KPS2012]_MWSC_2354,16 07 55.000,-39 21 00.000,[KPS2012]_MWSC_2354
[KPS2012]_MWSC_4170,13 36 49.000,-39 11 06.000,[KPS2012]_MWSC_4170
[DBS2003]_179,17 11 24.000,-39 10 42.000,[DBS2003]_179
[FSR2007]_1754,17 14 58.000,-39 05 06.000,[FSR2007]_1754
[KPS2012]_MWSC_2473,16 50 42.000,-39 04 48.000,[KPS2012]_MWSC_2473
NAME_Cl_Alessi-Teutsch_7,08 31 47.000,-39 03 18.000,NAME_Cl_Alessi-Teutsch_7
C_1721-389,17 24 30.000,-39 00 21.600,C_1721-389
[KPS2012]_MWSC_2514,17 02 05.520,-38 52 30.000,[KPS2012]_MWSC_2514
Cl_HM_1,17 19 00.480,-38 49 01.200,Cl_HM_1
C_0839-385,08 41 08.880,-38 41 56.400,C_0839-385
C_0829-385,08 31 20.160,-38 38 24.000,C_0829-385
Ass_Sco_OB_5,17 52 26.000,-38 38 06.000,Ass_Sco_OB_5
NGC_2477,07 52 11.040,-38 32 13.200,NGC_2477
NGC_2451A,07 42 56.640,-38 15 50.400,NGC_2451A
ESO_332-20,17 04 55.000,-38 19 00.000,ESO_332-20
[KPS2012]_MWSC_4158,12 44 28.000,-38 18 36.000,[KPS2012]_MWSC_4158
Cl_VDBH_222,17 18 46.560,-38 17 20.400,Cl_VDBH_222
Cl_Ruprecht_152,07 54 31.000,-38 13 12.000,Cl_Ruprecht_152
ESO_314-14,09 19 31.000,-38 07 54.000,ESO_314-14
Cl_Ruprecht_66,08 40 34.080,-38 04 15.600,Cl_Ruprecht_66
[KPR2005]_49,08 47 51.000,-38 00 00.000,[KPR2005]_49
NGC_6281,17 04 42.960,-37 56 52.800,NGC_6281
[KPS2012]_MWSC_2817,18 08 44.000,-37 56 24.000,[KPS2012]_MWSC_2817
Cl_Ruprecht_123,17 23 31.000,-37 55 30.000,Cl_Ruprecht_123
[KPS2012]_MWSC_1626,09 05 45.840,-37 52 26.400,[KPS2012]_MWSC_1626
[DBS2003]_120,17 23 13.000,-37 45 30.000,[DBS2003]_120
ESO_313-11,08 43 43.000,-37 42 00.000,ESO_313-11
C_1734-375,17 37 55.920,-37 39 25.200,C_1734-375
NAME_HIP_37742_Cluster,07 44 30.720,-37 57 14.400,NAME_HIP_37742_Cluster
[KPR2005]_48,08 34 39.000,-37 37 48.000,[KPR2005]_48
ESO_337-23,19 19 18.000,-37 37 12.000,ESO_337-23
NGC_2546,08 12 19.680,-37 39 39.600,NGC_2546
C_0850-374,08 52 03.000,-37 36 36.000,C_0850-374
[KPS2012]_MWSC_2966,18 38 17.000,-37 33 36.000,[KPS2012]_MWSC_2966
Cl_Ruprecht_158,08 52 26.000,-37 33 18.000,Cl_Ruprecht_158
BD+12_5064,07 27 00.000,-37 31 30.000,BD+12_5064
[KPS2012]_MWSC_4211,15 31 35.000,-37 29 24.000,[KPS2012]_MWSC_4211
[KPR2005]_91,17 48 50.000,-37 22 12.000,[KPR2005]_91
[KPS2012]_MWSC_2279,15 11 29.000,-37 21 54.000,[KPS2012]_MWSC_2279
C_0919-368,09 21 00.000,-37 07 00.000,C_0919-368
C_0815-369,08 18 19.200,-37 06 07.200,C_0815-369
[KPS2012]_MWSC_1713,09 47 37.000,-37 03 18.000,[KPS2012]_MWSC_1713
Cl_Collinder_135,07 17 26.880,-37 02 38.400,Cl_Collinder_135
NGC_6400,17 40 14.880,-36 57 25.200,NGC_6400
[KPS2012]_MWSC_2983,18 44 07.000,-36 56 30.000,[KPS2012]_MWSC_2983
[KPS2012]_MWSC_1761,10 05 47.000,-36 54 36.000,[KPS2012]_MWSC_1761
C_1728-368,17 31 07.440,-36 48 46.800,C_1728-368
C_1702-366,17 05 40.000,-36 40 00.000,C_1702-366
[BDS2003]_165,17 29 17.000,-36 39 12.000,[BDS2003]_165
[KPS2012]_MWSC_2630,17 34 34.000,-36 39 00.000,[KPS2012]_MWSC_2630
[KPS2012]_MWSC_1435,08 08 13.200,-36 36 21.600,[KPS2012]_MWSC_1435
[KPS2012]_MWSC_2750,17 56 08.000,-36 33 54.000,[KPS2012]_MWSC_2750
[KPS2012]_MWSC_1692,09 35 08.000,-36 33 48.000,[KPS2012]_MWSC_1692
[BDS2003]_166,17 28 59.000,-36 33 42.000,[BDS2003]_166
[KPS2012]_MWSC_4210,15 27 50.000,-36 31 12.000,[KPS2012]_MWSC_4210
[KPS2012]_MWSC_1770,10 07 44.000,-36 29 36.000,[KPS2012]_MWSC_1770
AH03_J0822-36.4,08 22 08.000,-36 24 18.000,
[KPS2012]_MWSC_1358,07 50 37.440,-36 24 03.600,[KPS2012]_MWSC_1358
NGC_1963,05 32 10.000,-36 22 48.000,NGC_1963
[BDS2003]_164,17 25 32.000,-36 22 00.000,[BDS2003]_164
[KPS2012]_MWSC_5273,15 07 04.000,-36 21 42.000,
NAME_2MASS-GC04,17 35 42.000,-36 21 18.000,NAME_2MASS-GC04
[KPS2012]_MWSC_5116,11 39 05.000,-36 20 24.000,
Cl_VDBH_23,08 13 47.760,-36 19 44.400,Cl_VDBH_23
C_0820-360,08 23 19.920,-36 20 56.400,C_0820-360
[KPS2012]_MWSC_5708,19 11 58.000,-36 18 54.000,
Cl_Ruprecht_127,17 37 50.880,-36 18 32.400,Cl_Ruprecht_127
ESO_370-17,08 31 52.000,-36 11 48.000,ESO_370-17
ESO_389-5,15 57 49.000,-36 11 42.000,ESO_389-5
[KPS2012]_MWSC_1405,07 59 45.000,-36 11 24.000,[KPS2012]_MWSC_1405
[KPS2012]_MWSC_2742,17 54 00.000,-36 08 42.000,[KPS2012]_MWSC_2742
Teutsch_50,08 07 08.880,-36 03 25.200,Teutsch_50
[KPS2012]_MWSC_1683,09 32 22.000,-35 58 48.000,[KPS2012]_MWSC_1683
C_0842-357,08 44 35.280,-35 54 00.000,C_0842-357
Ass_Pup_OB_3,08 16 57.000,-35 52 00.000,Ass_Pup_OB_3
[KPS2012]_MWSC_5706,19 09 38.000,-35 51 36.000,
IC_1023,14 32 20.000,-35 49 12.000,IC_1023
[KPS2012]_MWSC_5713,19 25 32.000,-35 49 12.000,
[KPS2012]_MWSC_1541,08 42 56.000,-35 47 06.000,[KPS2012]_MWSC_1541
[IBP2002]_CC08,08 19 10.560,-35 39 28.800,[IBP2002]_CC08
[KPR2005]_45,08 15 38.000,-35 38 24.000,[KPR2005]_45
[KPS2012]_MWSC_2291,15 25 01.000,-35 38 06.000,[KPS2012]_MWSC_2291
C_0740-354,07 42 59.000,-35 35 36.000,C_0740-354
[KPR2005]_88,17 07 32.640,-35 33 50.400,[KPR2005]_88
Cl_Bochum_13,17 17 19.920,-35 31 44.400,Cl_Bochum_13
ESO_371-25,08 52 59.520,-35 28 33.600,ESO_371-25
[KPS2012]_MWSC_1760,10 05 35.000,-35 21 54.000,[KPS2012]_MWSC_1760
ESO_367-10,07 17 02.000,-35 17 24.000,ESO_367-10
C_1753-353,17 56 43.680,-35 17 52.800,C_1753-353
NGC_6455,17 51 45.000,-35 10 30.000,
NGC_6396,17 37 35.760,-35 00 46.800,NGC_6396
[KPS2012]_MWSC_2430,16 36 35.000,-35 00 54.000,[KPS2012]_MWSC_2430
[KPS2012]_MWSC_2475,16 52 05.000,-34 56 48.000,[KPS2012]_MWSC_2475
[KPS2012]_MWSC_0909,06 34 08.000,-34 56 36.000,[KPS2012]_MWSC_0909
C_1740-348,17 44 15.120,-34 52 44.400,C_1740-348
[KPS2012]_MWSC_1153,07 14 49.000,-34 52 36.000,[KPS2012]_MWSC_1153
NGC_6444,17 49 30.000,-34 49 30.000,NGC_6444
[KPR2005]_90,17 39 06.480,-34 52 26.400,[KPR2005]_90
NGC_6475,17 53 47.280,-34 50 27.600,NGC_6475
NGC_2635,08 38 28.560,-34 46 37.200,NGC_2635
Kronberger_85,07 58 21.600,-34 46 12.000,Kronberger_85
ESO_370-13,08 27 08.000,-34 42 00.000,ESO_370-13
ESO_393-13,17 26 52.000,-34 41 00.000,ESO_393-13
ESO_368-11,07 44 20.640,-34 37 40.800,ESO_368-11
[KPS2012]_MWSC_1438,08 10 37.200,-34 36 57.600,[KPS2012]_MWSC_1438
C_0817-343,08 19 21.000,-34 29 42.000,C_0817-343
[KPS2012]_MWSC_5712,19 25 19.000,-34 28 30.000,
[KPS2012]_MWSC_1413,08 01 34.080,-34 28 58.800,[KPS2012]_MWSC_1413
Cl_Alessi_4,10 16 14.000,-34 21 36.000,Cl_Alessi_4
[KPS2012]_MWSC_1331,07 45 50.000,-34 20 24.000,[KPS2012]_MWSC_1331
[KPS2012]_MWSC_1150,07 14 28.000,-34 18 18.000,[KPS2012]_MWSC_1150
Cl_Ruprecht_126,17 35 07.920,-34 18 21.600,Cl_Ruprecht_126
[KPS2012]_MWSC_1334,07 46 27.360,-34 17 13.200,[KPS2012]_MWSC_1334
ESO_393-15,17 43 41.520,-34 12 10.800,ESO_393-15
[KPS2012]_MWSC_5191,13 14 26.000,-34 11 24.000,
C_0823-340,08 25 18.480,-34 08 06.000,C_0823-340
[KPS2012]_MWSC_1341,07 47 48.000,-34 02 12.000,[KPS2012]_MWSC_1341
Cl_Collinder_333,17 31 37.000,-34 00 36.000,Cl_Collinder_333
ESO_368-7,07 38 43.920,-33 50 42.000,ESO_368-7
[KPS2012]_MWSC_1676,09 29 46.800,-33 50 52.800,[KPS2012]_MWSC_1676
[KPS2012]_MWSC_1343,07 47 58.000,-33 42 00.000,[KPS2012]_MWSC_1343
[KPR2005]_98,18 42 40.000,-33 39 00.000,[KPR2005]_98
Cl_Trumpler_27,17 36 22.000,-33 31 12.000,Cl_Trumpler_27
[KPS2012]_MWSC_4218,15 40 26.000,-33 28 30.000,[KPS2012]_MWSC_4218
ESO_397-1,19 04 07.000,-33 23 42.000,ESO_397-1
Ass_Sco_OB_4,17 12 36.000,-33 21 18.000,Ass_Sco_OB_4
[KPS2012]_MWSC_4500,19 33 22.000,-33 14 06.000,[KPS2012]_MWSC_4500
NGC_6404,17 39 39.840,-33 13 26.400,NGC_6404
[KPS2012]_MWSC_2501,16 59 04.000,-33 09 36.000,[KPS2012]_MWSC_2501
[KPS2012]_MWSC_1366,07 52 13.000,-33 02 24.000,[KPS2012]_MWSC_1366
[KPS2012]_MWSC_5149,12 16 46.000,-32 59 24.000,
ESO_368-14,07 47 00.240,-32 57 32.400,ESO_368-14
NGC_2588,08 23 11.280,-32 58 19.200,NGC_2588
[KPS2012]_MWSC_5186,13 09 16.000,-32 58 12.000,
Antalova_4,17 32 44.000,-32 57 18.000,
C_0743-326,07 45 31.200,-32 50 45.600,C_0743-326
[KPS2012]_MWSC_1637,09 12 10.000,-32 45 36.000,[KPS2012]_MWSC_1637
NGC_2658,08 43 28.320,-32 39 43.200,NGC_2658
C_0810-324,08 12 34.000,-32 36 18.000,C_0810-324
NGC_6383,17 34 41.520,-32 34 22.800,NGC_6383
[BDS2003]_102,17 32 56.000,-32 34 12.000,[BDS2003]_102
[KPS2012]_MWSC_5088,11 08 45.000,-32 31 48.000,
[KPS2012]_MWSC_5289,15 23 19.000,-32 29 24.000,
Antalova_2,17 29 38.000,-32 28 48.000,
Cl_Trumpler_28,17 36 55.440,-32 28 08.400,Cl_Trumpler_28
[KPS2012]_MWSC_5083,10 55 59.000,-32 24 18.000,
NGC_6416,17 44 03.360,-32 20 38.400,NGC_6416
NAME_Cl_Ferrero_1,18 20 15.120,-32 20 16.800,NAME_Cl_Ferrero_1
C_0805-322,08 07 04.320,-32 21 18.000,C_0805-322
Cl_VDBH_221,17 18 33.840,-32 20 02.400,Cl_VDBH_221
[KPS2012]_MWSC_1446,08 11 42.000,-32 15 18.000,[KPS2012]_MWSC_1446
NGC_6405,17 40 16.560,-32 14 31.200,NGC_6405
ESO_429-5,07 37 03.000,-32 12 18.000,ESO_429-5
Antalova_3,17 30 38.000,-32 12 18.000,
C_0800-318,08 02 43.440,-32 02 42.000,C_0800-318
ESO_435-33,10 03 54.000,-32 03 00.000,ESO_435-33
[KPS2012]_MWSC_2398,16 23 51.000,-32 00 36.000,[KPS2012]_MWSC_2398
ESO_456-29,17 58 40.000,-32 00 36.000,ESO_456-29
[KPS2012]_MWSC_1768,10 07 04.000,-31 59 42.000,[KPS2012]_MWSC_1768
C_0803-318,08 05 13.000,-31 58 12.000,C_0803-318
ESO_445-74,13 54 39.000,-31 57 00.000,ESO_445-74
C_0809-318,08 11 22.560,-31 56 49.200,C_0809-318
C_0812-318,08 14 50.400,-31 56 16.800,C_0812-318
Cl_VDBH_231,17 31 57.000,-31 54 36.000,Cl_VDBH_231
[KPS2012]_MWSC_2921,18 28 33.000,-31 54 18.000,[KPS2012]_MWSC_2921
[KPS2012]_MWSC_0973,06 44 44.000,-31 53 36.000,[KPS2012]_MWSC_0973
C_0722-321,07 23 31.680,-31 57 57.600,C_0722-321
C_0749-317,07 51 35.760,-31 48 43.200,C_0749-317
C_0803-316,08 05 04.000,-31 49 00.000,C_0803-316
[KPS2012]_MWSC_5667,06 18 00.000,-31 48 00.000,
[KPS2012]_MWSC_1296,07 39 20.000,-31 44 24.000,[KPS2012]_MWSC_1296
[KPS2012]_MWSC_4229,15 56 29.000,-31 43 12.000,[KPS2012]_MWSC_4229
[KPS2012]_MWSC_1543,08 43 31.000,-31 43 00.000,[KPS2012]_MWSC_1543
[KPS2012]_MWSC_5224,13 54 49.000,-31 42 36.000,
NGC_2439,07 40 46.560,-31 41 38.400,NGC_2439
C_0843-314,08 45 02.000,-31 37 30.000,C_0843-314
[KPS2012]_MWSC_1696,09 37 52.000,-31 36 54.000,[KPS2012]_MWSC_1696
Antalova_1,17 28 57.000,-31 34 48.000,
NGC_6425,17 46 55.920,-31 30 25.200,NGC_6425
[KPS2012]_MWSC_1391,07 57 56.880,-31 30 39.600,[KPS2012]_MWSC_1391
ESO_429-15,07 42 25.000,-31 28 00.000,ESO_429-15
ESO_430-14,08 03 34.000,-31 24 54.000,ESO_430-14
C_0713-312,07 14 52.000,-31 21 36.000,C_0713-312
NGC_2243,06 29 34.800,-31 16 55.200,NGC_2243
C_0744-311,07 46 11.520,-31 16 40.800,C_0744-311
