ID,RA,Dec,ID_Simbad
[KPS2012]_MWSC_3342,20 26 59.000,38 58 18.000,[KPS2012]_MWSC_3342
C_0505+390,05 08 21.600,39 04 08.400,C_0505+390
[KPS2012]_MWSC_0339,04 06 36.000,39 08 06.000,[KPS2012]_MWSC_0339
Cl_Bica_6,05 06 20.000,39 09 54.000,Cl_Bica_6
[KPS2012]_MWSC_0335,04 05 49.000,39 12 00.000,[KPS2012]_MWSC_0335
Teutsch_2,05 41 22.080,39 14 13.200,Teutsch_2
[KPS2012]_MWSC_0347,04 10 25.000,39 15 00.000,[KPS2012]_MWSC_0347
NGC_1857,05 20 07.440,39 20 09.600,NGC_1857
C_2018+392,20 20 06.000,39 19 51.600,C_2018+392
C_2015+391,20 17 42.000,39 21 00.000,C_2015+391
[KPR2005]_108,19 53 13.440,39 20 56.400,[KPR2005]_108
NAME_DR_6_IR_Cluster,20 27 11.000,39 27 00.000,NAME_DR_6_IR_Cluster
C_0516+394,05 20 30.960,39 32 42.000,C_0516+394
[KPR2005]_122,22 33 31.000,39 34 42.000,[KPR2005]_122
[KPS2012]_MWSC_3410,20 45 27.000,39 34 48.000,[KPS2012]_MWSC_3410
[FSR2007]_0733,04 45 11.000,39 45 36.000,[FSR2007]_0733
[KPS2012]_MWSC_0574,05 33 22.000,39 50 00.000,[KPS2012]_MWSC_0574
NGC_2192,06 15 16.560,39 50 45.600,NGC_2192
[KPS2012]_MWSC_3457,21 03 31.000,39 58 48.000,[KPS2012]_MWSC_3457
Kronberger_59,20 33 50.000,40 06 54.000,Kronberger_59
[KPS2012]_MWSC_0338,04 06 02.000,40 10 06.000,[KPS2012]_MWSC_0338
NGC_6819,19 41 18.480,40 11 24.000,NGC_6819
[KPS2012]_MWSC_3335,20 25 23.000,40 13 36.000,[KPS2012]_MWSC_3335
[BNM96]_079.296+0.284,20 32 28.000,40 17 06.000,[BNM96]_079.296+0.284
Cl_Waterloo_2,05 28 02.000,40 21 06.000,Cl_Waterloo_2
[KPS2012]_MWSC_5016,07 09 14.000,40 25 12.000,
Cl_Berkeley_54,21 02 58.800,40 25 58.800,Cl_Berkeley_54
[KPS2012]_MWSC_3349,20 28 59.000,40 29 48.000,[KPS2012]_MWSC_3349
Dol-Dzim_10,20 05 52.000,40 32 24.000,
[KPS2012]_MWSC_3537,21 37 21.000,40 35 42.000,[KPS2012]_MWSC_3537
[KPS2012]_MWSC_3469,21 09 50.000,40 36 36.000,[KPS2012]_MWSC_3469
Cl_Collinder_419,20 18 08.160,40 43 55.200,Cl_Collinder_419
NGC_6910,20 23 11.280,40 46 15.600,NGC_6910
[KPS2012]_MWSC_3314,20 20 08.000,40 50 00.000,[KPS2012]_MWSC_3314
[FSR2007]_0735,04 53 53.040,40 51 32.400,[FSR2007]_0735
IRAS_20264+4042,20 28 14.000,40 53 06.000,IRAS_20264+4042
[KPS2012]_MWSC_3312,20 19 50.000,40 53 42.000,[KPS2012]_MWSC_3312
[KPS2012]_MWSC_3723,23 21 35.000,40 53 42.000,[KPS2012]_MWSC_3723
C_0519+409,05 22 18.000,41 01 30.000,C_0519+409
[KPS2012]_MWSC_0355,04 16 50.000,41 04 30.000,[KPS2012]_MWSC_0355
NGC_2281,06 48 21.840,41 03 36.000,NGC_2281
IC_1311,20 10 47.280,41 10 37.200,IC_1311
[KPS2012]_MWSC_3290,20 15 04.000,41 11 06.000,[KPS2012]_MWSC_3290
C_2004+410,20 05 53.000,41 11 42.000,C_2004+410
[KPS2012]_MWSC_3413,20 49 59.000,41 15 18.000,[KPS2012]_MWSC_3413
MITG_J203029+4115,20 30 28.000,41 15 48.000,MITG_J203029+4115
[KPS2012]_MWSC_0329,04 03 04.000,41 18 12.000,[KPS2012]_MWSC_0329
Ass_Cyg_OB_2,20 33 16.000,41 19 12.000,Ass_Cyg_OB_2
C_2008+412,20 10 01.000,41 21 18.000,C_2008+412
NAME_ECX6-27_IR_Cluster,20 33 54.000,41 22 54.000,NAME_ECX6-27_IR_Cluster
[KPS2012]_MWSC_3373,20 34 46.320,41 25 01.200,[KPS2012]_MWSC_3373
[KPS2012]_MWSC_5828,23 50 42.000,41 25 42.000,
C_2024+412,20 26 43.680,41 22 19.200,C_2024+412
[KPS2012]_MWSC_3362,20 32 37.000,41 26 24.000,[KPS2012]_MWSC_3362
NGC_7024,21 06 05.760,41 29 52.800,NGC_7024
[KPS2012]_MWSC_5571,01 51 45.000,41 30 00.000,
[FSR2007]_0723,04 44 47.000,41 30 18.000,[FSR2007]_0723
[KPS2012]_MWSC_0360,04 18 41.000,41 31 36.000,[KPS2012]_MWSC_0360
[KPS2012]_MWSC_5533,00 48 23.000,41 36 00.000,
[KPS2012]_MWSC_0566,05 32 07.000,41 37 06.000,[KPS2012]_MWSC_0566
C_2027+415,20 29 47.000,41 38 06.000,C_2027+415
C_2021+415,20 23 09.000,41 41 42.000,C_2021+415
[KPR2005]_12,04 49 36.000,41 44 38.400,[KPR2005]_12
[FSR2007]_0719,04 44 15.000,41 48 12.000,[FSR2007]_0719
Cl_Berkeley_56,21 17 33.840,41 50 06.000,Cl_Berkeley_56
NAME_DR_23_IR_Cluster,20 41 16.000,41 51 36.000,NAME_DR_23_IR_Cluster
[FSR2007]_0714,04 42 47.000,41 55 00.000,[FSR2007]_0714
[KPS2012]_MWSC_3492,21 18 40.000,41 55 12.000,[KPS2012]_MWSC_3492
Cl_Berkeley_70,05 25 49.680,41 57 03.600,Cl_Berkeley_70
C_2023+417,20 25 41.000,41 57 12.000,C_2023+417
[FSR2007]_0721,04 46 14.000,41 58 36.000,[FSR2007]_0721
NAME_DR_23_IR_Stellar_Group,20 41 21.000,41 58 48.000,NAME_DR_23_IR_Stellar_Group
[KPS2012]_MWSC_3484,21 12 49.000,42 00 00.000,[KPS2012]_MWSC_3484
[KPS2012]_MWSC_4131,08 19 17.000,42 02 06.000,[KPS2012]_MWSC_4131
Cl_Berkeley_68,04 44 12.720,42 08 02.400,Cl_Berkeley_68
[BDB2003]_G081.44+00.48,20 38 31.000,42 06 18.000,[BDB2003]_G081.44+00.48
[FSR2007]_0717,04 46 08.000,42 07 48.000,[FSR2007]_0717
[KPR2004b]_472,20 02 28.000,42 09 54.000,[KPR2004b]_472
[BKH2010]_G81.48+0.61,20 38 06.000,42 13 30.000,[BKH2010]_G81.48+0.61
C_2022+421,20 24 30.960,42 18 00.000,C_2022+421
[KPS2012]_MWSC_0526,05 24 00.000,42 18 54.000,[KPS2012]_MWSC_0526
NAME_DR_17_IR_Cluster,20 35 23.000,42 22 06.000,NAME_DR_17_IR_Cluster
[KPS2012]_MWSC_0457,05 03 20.000,42 23 24.000,[KPS2012]_MWSC_0457
[KPS2012]_MWSC_3383,20 38 29.000,42 29 36.000,[KPS2012]_MWSC_3383
NGC_7044,21 13 08.160,42 29 38.400,NGC_7044
[FSR2007]_0732,05 02 40.000,42 32 24.000,[FSR2007]_0732
[KPS2012]_MWSC_3306,20 18 19.000,42 37 30.000,[KPS2012]_MWSC_3306
[BDB2003]_G082.00+00.80,20 38 37.000,42 39 24.000,[BDB2003]_G082.00+00.80
Cl_Berkeley_12,04 44 24.000,42 41 27.600,Cl_Berkeley_12
M_34,02 42 07.440,42 43 19.200,M_34
[BDB2003]_G082.57+00.40,20 42 34.800,42 56 45.600,[BDB2003]_G082.57+00.40
[KPS2012]_MWSC_3391,20 40 25.000,42 57 00.000,[KPS2012]_MWSC_3391
NAME_Skiff_J0458+43.0,04 58 11.280,43 02 09.600,NAME_Skiff_J0458+43.0
[KPS2012]_MWSC_3423,20 53 47.000,43 06 54.000,[KPS2012]_MWSC_3423
[KPS2012]_MWSC_3638,22 33 27.000,43 15 48.000,[KPS2012]_MWSC_3638
[KPS2012]_MWSC_0048,00 28 56.000,43 16 42.000,[KPS2012]_MWSC_0048
[KPS2012]_MWSC_3639,22 34 12.000,43 20 24.000,[KPS2012]_MWSC_3639
[KPS2012]_MWSC_3640,22 34 44.000,43 26 24.000,[KPS2012]_MWSC_3640
Cl_Berkeley_14,04 59 44.400,43 29 16.800,Cl_Berkeley_14
Berkeley_14A,05 01 06.720,43 25 44.400,
NGC_1664,04 51 03.120,43 40 33.600,NGC_1664
NGC_1582,04 31 56.400,43 43 04.800,NGC_1582
[KPS2012]_MWSC_3408,20 44 47.000,43 53 18.000,[KPS2012]_MWSC_3408
"Herbig_1,CBJC_3b",20 58 19.000,43 53 36.000,
[KPS2012]_MWSC_3090,19 21 04.000,43 58 30.000,[KPS2012]_MWSC_3090
Teutsch_22,21 01 42.720,44 06 50.400,Teutsch_22
[KPS2012]_MWSC_0452,05 01 52.000,44 07 48.000,[KPS2012]_MWSC_0452
[KPS2012]_MWSC_0121,01 27 59.000,44 09 18.000,[KPS2012]_MWSC_0121
NGC_6866,20 03 55.920,44 09 28.800,NGC_6866
[KPS2012]_MWSC_3379,20 35 50.000,44 17 24.000,[KPS2012]_MWSC_3379
Wit_4,20 30 13.000,44 20 06.000,
[KPS2012]_MWSC_3461,21 04 11.000,44 20 42.000,[KPS2012]_MWSC_3461
NGC_1193,03 05 56.640,44 22 58.800,NGC_1193
CBJC_4,20 56 18.000,44 23 24.000,
Cl_Berkeley_15,05 02 04.800,44 30 21.600,Cl_Berkeley_15
NGC_956,02 31 59.000,44 34 48.000,NGC_956
[KPR2005]_13,05 13 01.200,44 25 01.200,[KPR2005]_13
C_0442+446,04 46 33.120,44 42 39.600,C_0442+446
[KPS2012]_MWSC_0172,02 13 34.000,44 44 24.000,[KPS2012]_MWSC_0172
[KPS2012]_MWSC_0559,05 29 07.000,44 46 12.000,[KPS2012]_MWSC_0559
CBJC_7,20 53 35.000,44 47 18.000,
[KPS2012]_MWSC_3448,21 01 44.000,44 48 00.000,[KPS2012]_MWSC_3448
C_2119+446,21 21 02.000,44 49 30.000,C_2119+446
[KPR2005]_11,03 32 13.440,44 51 21.600,[KPR2005]_11
CBJC_8,20 54 14.000,44 54 36.000,
Cl_Berkeley_11,04 20 30.240,44 55 19.200,Cl_Berkeley_11
NGC_6989,20 53 58.000,45 14 24.000,NGC_6989
NGC_1605,04 34 58.800,45 16 08.400,NGC_1605
Cl_King_22,05 22 07.440,45 26 31.200,Cl_King_22
Patchick_3,05 16 28.800,45 35 02.400,Patchick_3
[KPS2012]_MWSC_3366,20 33 43.000,45 37 00.000,[KPS2012]_MWSC_3366
[KPS2012]_MWSC_0482,05 11 08.640,45 43 04.800,[KPS2012]_MWSC_0482
NGC_7039,21 10 39.120,45 35 49.200,NGC_7039
[KPS2012]_MWSC_0431,04 51 33.000,45 44 06.000,[KPS2012]_MWSC_0431
NGC_7093,21 34 26.000,45 54 54.000,NGC_7093
Barkhatova_1,20 53 44.000,46 01 30.000,
Cl_Berkeley_89,20 24 27.360,46 02 52.800,Cl_Berkeley_89
[KPS2012]_MWSC_0378,04 25 24.720,46 05 52.800,[KPS2012]_MWSC_0378
[KPS2012]_MWSC_3236,20 03 03.120,46 11 45.600,[KPS2012]_MWSC_3236
C_2108+460,21 10 26.000,46 14 06.000,C_2108+460
[KPS2012]_MWSC_3310,20 18 59.000,46 18 36.000,[KPS2012]_MWSC_3310
[KPR2005]_124,22 47 50.640,46 20 31.200,[KPR2005]_124
NGC_7062,21 23 26.880,46 23 06.000,NGC_7062
NGC_6811,19 37 21.600,46 22 40.800,NGC_6811
NGC_1883,05 25 55.200,46 29 34.800,NGC_1883
C_2110+463,21 12 36.000,46 31 48.000,C_2110+463
NGC_7209,22 04 53.760,46 30 28.800,NGC_7209
[KPR2005]_23,06 20 11.280,46 42 36.000,[KPR2005]_23
[KPS2012]_MWSC_5370,18 43 14.000,46 46 30.000,
Cl_Berkeley_90,20 35 16.560,46 50 34.800,Cl_Berkeley_90
Juchert_20,04 10 48.720,46 52 26.400,Juchert_20
[KPS2012]_MWSC_3434,20 56 41.040,46 54 07.200,[KPS2012]_MWSC_3434
[KPR2005]_119,22 18 40.000,46 53 06.000,[KPR2005]_119
[KPS2012]_MWSC_3458,21 03 45.000,46 58 12.000,[KPS2012]_MWSC_3458
[KPS2012]_MWSC_3565,21 50 32.000,47 01 12.000,[KPS2012]_MWSC_3565
NGC_7082,21 28 44.640,47 06 10.800,NGC_7082
[KPS2012]_MWSC_3514,21 27 54.000,47 09 00.000,[KPS2012]_MWSC_3514
Teutsch_156,21 03 48.000,47 12 54.000,Teutsch_156
[KPS2012]_MWSC_5371,18 48 31.000,47 14 06.000,
NGC_1245,03 14 45.840,47 14 06.000,NGC_1245
IC_5146,21 53 29.280,47 14 45.600,IC_5146
[KPS2012]_MWSC_3555,21 44 54.000,47 28 54.000,[KPS2012]_MWSC_3555
[KPS2012]_MWSC_0494,05 16 04.000,47 36 48.000,[KPS2012]_MWSC_0494
NGC_1798,05 11 39.360,47 41 27.600,NGC_1798
IC_1369,21 12 07.920,47 46 12.000,IC_1369
[KPS2012]_MWSC_3412,20 49 07.000,47 52 48.000,[KPS2012]_MWSC_3412
NGC_7067,21 24 13.920,48 00 43.200,NGC_7067
[KPS2012]_MWSC_3453,21 02 17.280,48 05 45.600,[KPS2012]_MWSC_3453
Cl_Berkeley_88,20 21 20.000,48 08 24.000,Cl_Berkeley_88
[KPS2012]_MWSC_3696,23 05 15.000,48 14 54.000,[KPS2012]_MWSC_3696
[KPS2012]_MWSC_3489,21 16 30.000,48 21 18.000,[KPS2012]_MWSC_3489
M_39,21 31 33.360,48 14 49.200,M_39
Cl_Berkeley_91,21 10 50.640,48 32 34.800,Cl_Berkeley_91
NAME_Aveni-Hunter_1,23 37 10.000,48 33 00.000,NAME_Aveni-Hunter_1
[KPS2012]_MWSC_0350,04 12 23.000,48 43 42.000,[KPS2012]_MWSC_0350
Cl_Melotte_20,03 26 28.080,48 58 30.000,Cl_Melotte_20
C_2114+486,21 15 55.000,48 51 12.000,C_2114+486
[KPS2012]_MWSC_3578,21 58 39.000,48 58 00.000,[KPS2012]_MWSC_3578
Cl_Platais_1,21 30 04.000,49 00 00.000,Cl_Platais_1
[KPS2012]_MWSC_3468,21 08 10.000,49 00 36.000,[KPS2012]_MWSC_3468
NGC_7686,23 29 41.000,49 10 12.000,NGC_7686
Patchick_89,19 59 35.000,49 17 06.000,Patchick_89
[KPS2012]_MWSC_3431,20 56 33.840,49 21 43.200,[KPS2012]_MWSC_3431
NAME_Casado_Alessi_1,00 53 22.320,49 32 09.600,NAME_Casado_Alessi_1
NGC_1724,05 03 21.120,49 29 42.000,NGC_1724
NGC_1513,04 09 52.800,49 30 14.400,NGC_1513
[BDS2003]_21,21 05 21.000,49 39 24.000,[BDS2003]_21
[KPS2012]_MWSC_3503,21 22 39.000,49 51 24.000,[KPS2012]_MWSC_3503
NGC_2126,06 02 36.000,49 52 18.000,NGC_2126
[KPS2012]_MWSC_0473,05 08 16.000,49 52 24.000,[KPS2012]_MWSC_0473
NGC_7243,22 15 09.120,49 49 48.000,NGC_7243
[KPS2012]_MWSC_3506,21 23 54.240,49 55 30.000,[KPS2012]_MWSC_3506
[KPS2012]_MWSC_0456,05 02 56.000,50 06 00.000,[KPS2012]_MWSC_0456
[KPS2012]_MWSC_3775,23 54 36.000,50 08 30.000,[KPS2012]_MWSC_3775
NGC_6895,20 16 08.000,50 14 42.000,NGC_6895
NAME_[C86]_L988_e_Cluster,21 04 06.480,50 14 42.000,NAME_[C86]_L988_e_Cluster
NGC_1545,04 20 48.480,50 13 15.600,NGC_1545
[KPS2012]_MWSC_3475,21 10 53.000,50 17 30.000,[KPS2012]_MWSC_3475
Teutsch_144,21 21 45.120,50 35 42.000,Teutsch_144
NGC_7801,00 00 20.000,50 43 36.000,NGC_7801
[KPS2012]_MWSC_3527,21 34 06.000,50 45 48.000,[KPS2012]_MWSC_3527
[KPS2012]_MWSC_3442,20 58 57.000,50 45 54.000,[KPS2012]_MWSC_3442
Cl_Berkeley_67,04 37 53.280,50 45 18.000,Cl_Berkeley_67
[KPS2012]_MWSC_0542,05 26 26.000,50 47 24.000,[KPS2012]_MWSC_0542
NGC_7031,21 07 14.160,50 52 12.000,NGC_7031
[KPS2012]_MWSC_3529,21 34 53.000,50 55 24.000,[KPS2012]_MWSC_3529
[KPS2012]_MWSC_3355,20 31 02.640,51 01 15.600,[KPS2012]_MWSC_3355
Cl_Berkeley_53,20 55 54.000,51 03 36.000,Cl_Berkeley_53
Barkhatova_2,21 43 40.000,51 04 12.000,
[KPR2005]_126,23 05 49.000,51 04 12.000,[KPR2005]_126
[KPS2012]_MWSC_0341,04 07 03.840,51 08 27.600,[KPS2012]_MWSC_0341
IRAS_04324+5106,04 36 22.000,51 10 48.000,IRAS_04324+5106
NGC_1528,04 15 30.720,51 13 04.800,NGC_1528
[KPS2012]_MWSC_3564,21 50 20.000,51 12 18.000,[KPS2012]_MWSC_3564
[KPS2012]_MWSC_3509,21 24 38.000,51 19 18.000,[KPS2012]_MWSC_3509
[KPS2012]_MWSC_3566,21 50 38.000,51 22 48.000,[KPS2012]_MWSC_3566
NGC_1348,03 34 05.760,51 24 32.400,NGC_1348
[KPS2012]_MWSC_3560,21 46 34.000,51 25 06.000,[KPS2012]_MWSC_3560
[KPR2005]_115,21 57 07.200,51 33 28.800,[KPR2005]_115
[KPS2012]_MWSC_4316,17 10 28.000,51 34 12.000,[KPS2012]_MWSC_4316
NGC_7086,21 30 29.760,51 35 34.800,NGC_7086
[KPS2012]_MWSC_3515,21 28 30.960,51 41 24.000,[KPS2012]_MWSC_3515
[KPS2012]_MWSC_0018,00 08 27.000,51 43 24.000,[KPS2012]_MWSC_0018
Cl_Berkeley_55,21 16 55.680,51 45 43.200,Cl_Berkeley_55
Cl_King_7,03 59 07.920,51 47 06.000,Cl_King_7
[KPS2012]_MWSC_0206,02 30 41.000,51 48 18.000,[KPS2012]_MWSC_0206
[KPS2012]_MWSC_0373,04 22 28.000,51 51 18.000,[KPS2012]_MWSC_0373
[KPS2012]_MWSC_0036,00 22 59.000,51 53 00.000,[KPS2012]_MWSC_0036
[KPS2012]_MWSC_0203,02 29 40.000,51 53 42.000,[KPS2012]_MWSC_0203
[KPS2012]_MWSC_0337,04 06 11.000,51 54 36.000,[KPS2012]_MWSC_0337
[FSR2007]_0660,04 02 28.000,51 55 00.000,[FSR2007]_0660
NAME_Alessi_Teutsch_11,20 16 23.000,52 05 54.000,NAME_Alessi_Teutsch_11
Cl_Czernik_15,03 23 12.000,52 14 00.000,Cl_Czernik_15
[KPS2012]_MWSC_3545,21 40 55.000,52 18 36.000,[KPS2012]_MWSC_3545
NGC_7296,22 28 00.000,52 19 15.600,NGC_7296
[KPS2012]_MWSC_0071,00 44 02.000,52 21 36.000,[KPS2012]_MWSC_0071
Cl_Berkeley_98,22 42 39.600,52 24 25.200,Cl_Berkeley_98
Kronberger_80,21 11 48.960,52 22 44.400,Kronberger_80
Juchert_19,04 02 20.400,52 26 45.600,Juchert_19
[BDS2003]_22,21 36 27.000,52 27 54.000,[BDS2003]_22
[KPS2012]_MWSC_3551,21 43 16.000,52 31 30.000,[KPS2012]_MWSC_3551
C_0327+524,03 31 00.960,52 36 43.200,C_0327+524
NGC_1444,03 49 26.640,52 39 28.800,NGC_1444
NGC_1496,04 04 26.640,52 40 04.800,NGC_1496
Cl_Berkeley_9,03 32 40.080,52 38 56.400,Cl_Berkeley_9
[KPS2012]_MWSC_0115,01 19 50.000,52 40 00.000,[KPS2012]_MWSC_0115
Cl_Stock_12,23 35 41.520,52 41 06.000,Cl_Stock_12
C_0311+525,03 14 43.680,52 41 42.000,C_0311+525
Cl_Berkeley_13,04 55 46.320,52 48 32.400,Cl_Berkeley_13
GSC_03719-00517,04 18 43.680,52 51 46.800,GSC_03719-00517
IC_1434,22 10 30.000,52 51 28.800,IC_1434
NGC_1708,05 03 29.040,52 51 03.600,NGC_1708
[KPS2012]_MWSC_3588,22 07 43.440,53 06 14.400,[KPS2012]_MWSC_3588
[KPS2012]_MWSC_0475,05 08 40.320,53 12 46.800,[KPS2012]_MWSC_0475
Patchick_103,20 34 56.000,53 17 48.000,Patchick_103
[KPS2012]_MWSC_3586,22 05 39.000,53 20 00.000,[KPS2012]_MWSC_3586
NGC_1220,03 11 40.800,53 20 38.400,NGC_1220
Kronberger_84,21 35 32.160,53 31 01.200,Kronberger_84
Kronberger_81,21 26 11.280,53 32 02.400,Kronberger_81
[KPS2012]_MWSC_3647,22 39 09.000,53 37 48.000,[KPS2012]_MWSC_3647
[KPS2012]_MWSC_0320,03 58 52.000,53 38 24.000,[KPS2012]_MWSC_0320
[KPS2012]_MWSC_3530,21 35 24.000,53 42 00.000,[KPS2012]_MWSC_3530
NGC_7128,21 43 57.840,53 42 54.000,NGC_7128
[KPS2012]_MWSC_3513,21 27 52.000,53 44 30.000,[KPS2012]_MWSC_3513
[KPS2012]_MWSC_3525,21 32 37.000,53 45 18.000,[KPS2012]_MWSC_3525
[KPS2012]_MWSC_3533,21 36 11.000,53 48 18.000,[KPS2012]_MWSC_3533
[KPS2012]_MWSC_3538,21 38 09.000,53 49 00.000,[KPS2012]_MWSC_3538
[KPS2012]_MWSC_0315,03 56 10.000,53 52 36.000,[KPS2012]_MWSC_0315
Juchert_11,03 47 20.000,53 54 06.000,Juchert_11
[KPS2012]_MWSC_3633,22 30 53.520,53 57 03.600,[KPS2012]_MWSC_3633
[KPR2005]_114,21 39 57.600,53 59 49.200,[KPR2005]_114
IC_1442,22 15 59.000,53 59 42.000,IC_1442
[KPS2012]_MWSC_0314,03 55 36.000,54 01 00.000,[KPS2012]_MWSC_0314
[KPS2012]_MWSC_0690,05 52 14.000,54 11 24.000,[KPS2012]_MWSC_0690
NGC_7245,22 15 14.880,54 20 09.600,NGC_7245
NGC_7438,22 57 22.000,54 22 30.000,NGC_7438
Cl_King_9,22 15 30.480,54 24 18.000,Cl_King_9
[KPR2005]_116,21 58 30.000,54 29 24.000,[KPR2005]_116
[BDS2003]_24,21 28 53.000,54 36 30.000,[BDS2003]_24
NGC_7127,21 43 41.000,54 36 54.000,NGC_7127
[KPR2005]_128,23 19 47.760,54 26 06.000,[KPR2005]_128
[KPS2012]_MWSC_0077,00 50 44.000,54 45 54.000,[KPS2012]_MWSC_0077
NGC_7175,21 59 04.000,54 47 24.000,NGC_7175
[KPS2012]_MWSC_3580,22 01 45.600,54 48 54.000,[KPS2012]_MWSC_3580
[KPS2012]_MWSC_0033,00 21 15.000,54 49 36.000,[KPS2012]_MWSC_0033
[KPR2005]_121,22 30 50.000,54 50 42.000,[KPR2005]_121
C_0235+547,02 39 24.720,54 55 19.200,C_0235+547
[KPS2012]_MWSC_3562,21 47 10.000,54 55 42.000,[KPS2012]_MWSC_3562
[KPS2012]_MWSC_3567,21 50 50.640,55 14 34.800,[KPS2012]_MWSC_3567
[KPR2004b]_55,04 46 24.480,55 11 56.400,[KPR2004b]_55
[KPR2005]_3,00 31 05.000,55 16 30.000,[KPR2005]_3
[KPS2012]_MWSC_3570,21 51 44.000,55 18 48.000,[KPS2012]_MWSC_3570
[KPS2012]_MWSC_3463,21 05 11.000,55 19 24.000,[KPS2012]_MWSC_3463
HBC_334,02 16 34.000,55 23 48.000,HBC_334
NGC_7226,22 10 25.200,55 23 52.800,NGC_7226
Cl_Berkeley_96,22 29 54.720,55 24 28.800,Cl_Berkeley_96
[KPS2012]_MWSC_0331,04 03 49.000,55 25 06.000,[KPS2012]_MWSC_0331
[KPS2012]_MWSC_3559,21 46 10.000,55 26 06.000,[KPS2012]_MWSC_3559
[BDS2003]_23,21 20 24.000,55 28 12.000,[BDS2003]_23
NGC_744,01 58 36.480,55 28 22.800,NGC_744
[KPS2012]_MWSC_3636,22 33 04.000,55 32 06.000,[KPS2012]_MWSC_3636
NAME_Alessi_J2327+55,23 28 07.000,55 36 48.000,NAME_Alessi_J2327+55
[KPR2005]_2,00 19 30.000,55 38 42.000,[KPR2005]_2
[KPS2012]_MWSC_3724,23 22 03.000,55 44 42.000,[KPS2012]_MWSC_3724
Teutsch_126,22 13 49.200,55 42 43.200,Teutsch_126
[KPS2012]_MWSC_3738,23 31 23.000,55 48 48.000,[KPS2012]_MWSC_3738
NGC_657,01 43 24.000,55 50 24.000,NGC_657
[KPR2005]_5,00 57 38.000,55 51 18.000,[KPR2005]_5
Cl_Berkeley_94,22 22 50.640,55 51 43.200,Cl_Berkeley_94
C_0233+557,02 36 55.680,55 54 18.000,C_0233+557
[KPS2012]_MWSC_3668,22 51 38.640,56 06 32.400,[KPS2012]_MWSC_3668
NGC_6856,19 59 17.000,56 07 00.000,NGC_6856
[KPS2012]_MWSC_5373,19 05 24.000,56 20 24.000,
[KPS2012]_MWSC_0220,02 37 32.000,56 24 18.000,[KPS2012]_MWSC_0220
Ass_Cam_OB_3,04 00 47.000,56 27 00.000,Ass_Cam_OB_3
C_0324+562,03 27 55.680,56 26 38.400,C_0324+562
Cl_Berkeley_102,23 38 38.400,56 38 13.200,Cl_Berkeley_102
NGC_7789,23 57 20.160,56 43 33.600,NGC_7789
[KPS2012]_MWSC_0224,02 42 29.000,56 44 06.000,[KPS2012]_MWSC_0224
[KPS2012]_MWSC_3609,22 18 23.000,56 46 12.000,[KPS2012]_MWSC_3609
[KPS2012]_MWSC_3731,23 29 27.000,56 56 42.000,[KPS2012]_MWSC_3731
[KPS2012]_MWSC_0107,01 11 56.000,56 59 06.000,[KPS2012]_MWSC_0107
C_0149+568,01 52 09.360,57 03 18.000,C_0149+568
Ass_Cep_OB_5,23 02 16.000,57 01 18.000,Ass_Cep_OB_5
NGC_7423,22 55 09.360,57 05 45.600,NGC_7423
NGC_869,02 18 57.840,57 08 02.400,NGC_869
NGC_884,02 22 20.160,57 08 56.400,NGC_884
[KPR2005]_120,22 30 16.000,57 11 42.000,[KPR2005]_120
Alicante_1,03 59 09.000,57 14 24.000,
NGC_7235,22 12 19.920,57 16 15.600,NGC_7235
[KPS2012]_MWSC_0250,03 00 26.160,57 18 25.200,[KPS2012]_MWSC_0250
[KPS2012]_MWSC_5012,06 27 20.000,57 27 36.000,
IC_1396,21 38 58.800,57 30 50.400,IC_1396
Cl_Berkeley_92,21 24 49.440,57 31 40.800,Cl_Berkeley_92
NGC_957,02 33 22.320,57 33 10.800,NGC_957
NGC_7055,21 19 34.000,57 36 24.000,NGC_7055
[KPS2012]_MWSC_3594,22 11 10.000,57 39 36.000,[KPS2012]_MWSC_3594
[KPR2005]_6,01 47 23.040,57 43 19.200,[KPR2005]_6
[KPR2005]_9,02 46 41.040,57 44 34.800,[KPR2005]_9
NGC_7281,22 25 02.160,57 52 08.400,NGC_7281
C_0027+577,00 30 21.600,57 55 19.200,C_0027+577
Teutsch_74,21 45 41.280,58 05 49.200,Teutsch_74
[KPS2012]_MWSC_0204,02 29 44.000,58 06 00.000,[KPS2012]_MWSC_0204
NGC_7261,22 20 13.440,58 07 40.800,NGC_7261
Cl_King_2,00 50 57.840,58 11 16.800,Cl_King_2
[KPS2012]_MWSC_0492,05 15 25.000,58 12 18.000,[KPS2012]_MWSC_0492
IC_361,04 18 56.640,58 15 07.200,IC_361
NGC_457,01 19 32.880,58 16 40.800,NGC_457
[KPS2012]_MWSC_3641,22 34 37.000,58 17 42.000,[KPS2012]_MWSC_3641
C_2250+580,22 52 13.200,58 17 20.400,C_2250+580
C_0215+580,02 19 30.720,58 18 14.400,C_0215+580
[KPS2012]_MWSC_3652,22 42 08.000,58 20 24.000,[KPS2012]_MWSC_3652
Juchert_9,03 55 21.600,58 23 27.600,Juchert_9
C_2331+582,23 33 13.200,58 28 08.400,C_2331+582
[KPS2012]_MWSC_3752,23 42 01.000,58 32 42.000,[KPS2012]_MWSC_3752
Cl_Czernik_14,03 17 02.880,58 36 43.200,Cl_Czernik_14
[KPS2012]_MWSC_3675,22 55 08.000,58 43 30.000,[KPS2012]_MWSC_3675
