Simbad_ID,Name_webda,RA_2000_webda,Dec_2000_webda,l_webda,b_webda,Dist_webda,Mod_webda,EB-V_webda,Age_webda,ST_webda,Z_webda,Diam_webda,Fe/H_webda,MRV_webda,pm RA_webda,pm Dec_webda,Measures_webda,Stars_webda
Cl_Berkeley_58,Berkeley_58,00 00 12,+60 58 00,116.75299999999999,-1.2890000000000001,3715.0,14.55,0.55,8.4,,-83.6,5.0,,,,,525,519
Cl_Stock_18,Stock_18,00 01 37,+64 37 30,117.624,2.2680000000000002,2800.0,14.41,0.7,6.78,B0,110.8,6.0,,,,,2261,2261
Cl_Berkeley_59,Berkeley_59,00 02 13,+67 25 11,118.22,5.0,1000.0,13.78,1.22,6.8,,87.2,20.4,,-6.5,-4.4,0.73,27,21
Cl_Blanco_1,Blanco_1,00 04 07,-29 50 00,15.572000000000001,-79.26100000000001,269.0,7.18,0.01,7.796,B5,-264.3,70.0,0.23,,20.17,3.0,109,105
[KPR2005]_1,ASCC_1,00 09 35,+62 40 48,118.15,0.19,4000.0,13.51,0.16,8.25,,13.3,24.0,,-76.15,-2.07,0.46,32,32
Cl_Berkeley_1,Berkeley_1,00 09 36,+60 28 30,117.796,-1.979,2420.0,14.35,0.78,8.6,,-83.6,5.0,,,,,2800,2800
C_0007+609,King_13,00 10 06,+61 10 00,117.96799999999999,-1.306,3100.0,15.0,0.82,8.5,,-70.7,5.0,,,,,4253,3955
[KPR2004b]_4,Alessi_20,00 10 33,+58 45 35,117.64,-3.69,450.0,8.95,0.22,8.22,,-29.0,36.0,,,7.48,-2.61,42,42
[KPR2005]_2,ASCC_2,00 19 51,+55 42 35,118.46,-6.89,1200.0,10.71,0.1,8.83,,-144.0,36.0,,,-0.91,-3.94,57,57
NAME_Cl_Mayer_1,Mayer_1,00 21 54,+61 44 24,119.44,-0.93,1429.0,12.02,0.4,7.74,,-23.2,24.0,,-20.9,-5.27,-5.87,15146,15131
C_0019+641,King_1,00 22 04,+64 22 50,119.76299999999999,1.69,1900.0,13.56,0.7,9.3,,56.0,9.0,,,,,2927,2927
Cl_Stock_20,Stock_20,00 25 15,+62 37 11,119.92,-0.1,909.0,10.41,0.2,8.53,B5,-1.6,19.2,,,-0.4,-1.12,23,23
NGC_103,NGC_103,00 25 16,+61 19 24,119.79700000000001,-1.389,3026.0,13.66,0.406,8.126,B3,-73.4,4.0,,,,,43,43
C_0027+577,Stock_21,00 29 49,+57 55 11,120.05,-4.83,1100.0,11.45,0.4,8.72,A1,-92.6,16.8,,,-0.12,-1.52,10,10
NGC_129,NGC_129,00 30 00,+60 13 06,120.27,-2.543,1625.0,12.75,0.5479999999999999,7.886,B5,-72.1,19.0,,-38.5,-1.06,1.6,59,56
[KPR2005]_3,ASCC_3,00 31 08,+55 16 47,120.02,-7.48,1700.0,11.68,0.17,7.9,,-221.3,25.2,,-37.0,-1.92,-1.25,31,31
NGC_133,NGC_133,00 31 19,+63 21 00,120.678,0.5660000000000001,630.0,10.86,0.6,7.0,A4,6.2,7.0,,,-0.7,-0.4,26,26
NGC_136,NGC_136,00 31 31,+61 30 36,120.55799999999999,-1.27,5220.0,15.76,0.7,8.4,,-115.7,1.5,,,,,874,874
C_0029+628,King_14,00 31 54,+63 10 00,120.729,0.379,2593.0,13.35,0.414,7.9239999999999995,B2,17.2,6.0,,,,,2623,2580
NGC_146,NGC_146,00 33 03,+63 18 06,120.868,0.504,3032.0,13.9,0.48,7.822,B3,26.7,7.0,,,,,1177,1132
NGC_189,NGC_189,00 39 35,+61 05 06,121.499,-1.744,752.0,10.68,0.42,7.0,A0,-22.9,3.0,,,,,14,14
Cl_Dias_1,Dias_1,00 42 35,+64 04 05,121.964,1.213,1690.0,14.49,1.08,7.1,,35.8,4.0,,,,,422,422
NGC_225,NGC_225,00 43 39,+61 46 30,122.01100000000001,-1.083,657.0,9.94,0.27399999999999997,8.113999999999999,B8,-12.4,12.0,,,-4.95,-0.5,67,45
C_0040+598,Czernik_2,00 43 42,+60 09 00,121.96799999999999,-2.707,,,,,,,10.0,,,,,18459,18459
C_0040+639,King_16,00 43 45,+64 11 08,122.095,1.3259999999999998,1920.0,14.18,0.89,,B0,44.4,5.0,,,,,1400,1400
Cl_Berkeley_4,Berkeley_4,00 45 01,+64 23 05,122.238,1.5219999999999998,2460.0,14.53,0.83,7.1,,65.3,24.0,,,-1.29,0.12,1423,1402
NGC_188,NGC_188,00 47 28,+85 15 18,122.84299999999999,22.384,2047.0,11.81,0.08199999999999999,9.632,F2,779.5,17.0,-0.02,-44.0,-1.48,-0.56,7911,5949
Cl_Berkeley_61,Berkeley_61,00 48 30,+67 12 00,122.647,4.33,3335.0,16.0,1.09,8.3,,251.8,3.0,,,,,2087,2087
IC_1590,IC_1590,00 52 48,+56 37 00,123.12299999999999,-6.242999999999999,2940.0,13.33,0.32,6.54,B0,-319.7,29.0,,,,,50,50
[KPR2005]_4,ASCC_4,00 53 09,+61 34 48,123.13,-1.29,750.0,10.31,0.3,8.34,,-16.9,48.0,,-9.55,0.11,-1.48,77,77
NAME_Casado_Alessi_1,Alessi_1,00 53 27,+49 34 11,123.26,-13.3,800.0,9.82,0.1,8.85,,-184.0,54.0,,,6.51,-7.7,88,88
[KPR2005]_5,ASCC_5,00 57 57,+55 50 24,123.85,-7.02,1500.0,11.65,0.25,7.03,,-183.3,15.6,,-43.0,-3.1,-2.91,16,16
Cl_Berkeley_62,Berkeley_62,01 01 00,+63 57 00,123.98200000000001,1.0979999999999999,1837.0,13.96,0.852,7.185,,35.2,5.0,,,,,28,14
NGC_381,NGC_381,01 08 19,+61 35 00,124.939,-1.2229999999999999,1148.0,11.54,0.4,8.505,A2,-24.5,6.0,0.07,,0.87,-1.34,219,207
NAME_HIP_5671_Cluster,Platais_2,01 13 01,+32 04 48,128.23,-30.57,201.0,6.67,0.05,8.54,,-102.2,204.0,,0.1,13.21,-9.98,466,466
NGC_433,NGC_433,01 15 11,+60 07 36,125.88799999999999,-2.609,2323.0,14.5,0.86,7.5,B0,-105.7,2.0,,,,,20,20
NGC_436,NGC_436,01 15 58,+58 48 42,126.111,-3.909,3014.0,13.82,0.46,7.926,B5,-205.5,5.0,,-74.4,,,44,44
NGC_457,NGC_457,01 19 35,+58 17 12,126.635,-4.383,2429.0,13.39,0.47200000000000003,7.324,B2,-185.6,20.0,,-34.0,-0.61,-1.9,3898,3886
NGC_559,NGC_559,01 29 31,+63 18 24,127.193,0.75,1258.0,12.95,0.79,7.747999999999999,,16.5,6.0,,,,,7100,7100
M_103,NGC_581,01 33 23,+60 39 00,128.053,-1.804,2194.0,12.89,0.382,7.336,B2,-69.1,5.0,,-37.0,-1.6,0.66,330,325
C_0132+610,Trumpler_1,01 35 42,+61 17 00,128.224,-1.133,2563.0,13.85,0.5820000000000001,7.48,B2,-50.7,3.0,,,,,29,29
NGC_637,NGC_637,01 43 04,+64 02 24,128.546,1.732,2160.0,13.64,0.634,6.98,B0,65.3,3.0,,-46.0,,,28,26
NGC_654,NGC_654,01 44 00,+61 53 06,129.082,-0.35700000000000004,2041.0,14.24,0.868,7.148,B0,-12.7,5.0,,-33.8,-1.34,-0.72,4,4
NGC_659,NGC_659,01 44 24,+60 40 24,129.375,-1.534,1938.0,13.46,0.652,7.547999999999999,B0,-51.9,5.0,,,-2.67,1.07,30,30
NGC_663,NGC_663,01 46 09,+61 14 06,129.467,-0.941,1952.0,13.87,0.78,7.209,B1,-32.1,14.0,,-32.0,-1.49,-2.3,1649,1359
[KPR2005]_6,ASCC_6,01 47 13,+57 43 47,130.34,-4.34,1200.0,11.33,0.3,8.17,,-90.8,36.0,,-20.0,-1.02,-1.18,65,65
C_0144+717,Collinder_463,01 48 24,+71 57 00,127.19200000000001,9.389,702.0,10.03,0.259,8.373,,114.5,29.0,,,-0.91,-0.9,121,84
C_0147+270,Collinder_21,01 50 11,+27 04 00,138.733,-33.996,,,,,,,9.0,,,,,12,12
Cl_Berkeley_6,Berkeley_6,01 51 12,+61 05 00,130.094,-0.955,2300.0,14.25,0.78,8.0,,-38.3,5.0,,,,,4688,3311
IC_166,IC_166,01 52 30,+61 50 00,130.071,-0.18899999999999997,3970.0,16.25,1.05,8.629,,-13.1,7.0,-0.17,,,,9,9
C_0149+568,Stock_4,01 52 58,+57 04 11,131.25,-4.81,1200.0,10.71,0.1,8.7,B5,-100.6,25.2,,,1.47,1.18,52,52
Cl_Czernik_5,Czernik_5,01 55 43,+61 21 01,130.558,-0.56,2750.0,15.92,1.2,8.45,,26.9,2.0,,,,,5355,5355
NGC_752,NGC_752,01 57 41,+37 47 06,137.125,-23.254,457.0,8.4,0.034,9.05,A2,-180.4,75.0,-0.08,4.7,7.5,-11.5,3502,3120
NGC_744,NGC_744,01 58 33,+55 28 24,132.404,-6.159,1207.0,11.6,0.384,8.248,B9,-129.5,5.0,,,-1.34,1.15,26,22
[KPR2005]_7,ASCC_7,01 58 55,+58 58 12,131.54,-2.77,2000.0,13.06,0.5,7.36,,-96.7,30.0,,-49.0,-0.57,-3.08,36,36
C_0200+642,Stock_5,02 04 30,+64 21 36,130.73,2.6,1100.0,11.45,0.4,7.73,B0,49.9,27.6,,-19.3,-0.85,-1.51,26,26
Cl_Stock_2,Stock_2,02 15 00,+59 16 00,133.334,-1.694,303.0,8.59,0.38,8.23,B8,-9.0,45.0,,,17.29,-13.1,4243,4214
C_0215+580,Basel_10,02 18 48,+58 19 00,134.3,-2.615,1944.0,13.84,0.774,7.608,,-88.7,2.0,,,,,33,33
NGC_869,NGC_869,02 19 00,+57 07 42,134.632,-3.741,2079.0,13.37,0.575,7.069,B0,-135.6,18.0,,-53.0,-0.92,-1.66,1848,1846
Cl_Berkeley_63,Berkeley_63,02 19 36,+63 43 00,132.506,2.496,3305.0,15.4,0.9,8.7,,143.9,3.0,,,,,2563,2563
[KPR2005]_8,ASCC_8,02 20 49,+59 36 36,134.02,-1.33,2200.0,13.42,0.55,6.76,,-51.1,36.0,,-42.09,-1.24,0.57,63,63
NGC_884,NGC_884,02 22 18,+57 08 12,135.05200000000002,-3.582,2345.0,13.59,0.56,7.032,B0,-146.5,18.0,,-40.5,-1.61,0.17,5412,4217
NGC_886,NGC_886,02 23 27,+63 46 12,132.89,2.69,1700.0,12.39,0.4,8.48,,79.8,18.0,,,1.24,1.56,18,18
C_0225+615,Tombaugh_4,02 29 10,+61 47 42,134.207,1.082,2170.0,14.81,1.01,9.0,,46.5,3.0,,,,,435,435
C_0225+604,Stock_7,02 29 36,+60 39 00,134.65,0.1,698.0,11.1,0.606,7.2139999999999995,B2,0.0,5.0,,-8.0,-3.33,0.24,15,15
NGC_956,NGC_956,02 32 30,+44 35 36,141.178,-14.624,,,,,,,9.0,,,,,8249,8249
IC_1805,IC_1805,02 32 42,+61 27 00,134.726,0.919,1886.0,13.93,0.8220000000000001,6.822,O5,30.2,20.0,,-26.0,-2.1,-1.57,452,364
NGC_957,NGC_957,02 33 21,+57 33 36,136.287,-2.645,1815.0,13.9,0.8420000000000001,7.042000000000001,B1,-83.8,10.0,,-36.0,1.11,0.28,15035,14771
C_0229+596,Czernik_9,02 33 32,+59 53 12,135.417,-0.48700000000000004,1660.0,14.36,1.05,8.8,,-14.1,10.0,,,,,237,237
C_0233+557,Trumpler_2,02 37 18,+55 59 00,137.377,-3.971,651.0,10.07,0.324,8.169,B9,-45.1,17.0,,2.4,1.86,-5.0,27,27
M_34,NGC_1039,02 42 05,+42 45 42,143.658,-15.613,499.0,8.71,0.07,8.249,B8,-134.3,35.0,-0.3,-7.8,-0.07,-7.1,282,202
NGC_1027,NGC_1027,02 42 40,+61 35 42,135.75799999999998,1.525,772.0,10.45,0.325,8.203,B3,20.5,20.0,,15.0,-1.9,1.6,3096,3054
[KPR2005]_9,ASCC_9,02 46 55,+57 43 47,137.87,-1.76,2900.0,15.1,0.9,6.79,,-89.1,20.4,,-41.75,0.76,-3.03,19,19
IC_1848,IC_1848,02 51 12,+60 26 00,137.191,0.92,2002.0,13.36,0.598,6.84,O7,32.1,18.0,,-22.0,-5.15,0.35,2,2
C_0255+602,Collinder_33,02 59 16,+60 24 00,138.09,1.34,1000.0,11.24,0.4,8.36,,23.4,43.2,,-6.75,2.7,3.17,72,72
NGC_1193,NGC_1193,03 05 32,+44 23 00,146.749,-12.199000000000002,4300.0,13.54,0.12,9.9,,-908.6,3.0,-0.29,,,,378,378
NGC_1252,NGC_1252,03 10 49,-57 46 00,274.084,-50.831,640.0,9.09,0.02,9.48,,-496.2,14.0,,,,,377,364
C_0307+630,Trumpler_3,03 11 49,+63 11 23,138.01,4.5,690.0,10.12,0.3,10.12,B5,54.1,60.0,,,-2.42,0.89,12096,12030
NGC_1245,NGC_1245,03 14 42,+47 14 12,146.64700000000002,-8.931000000000001,2876.0,13.22,0.3,8.704,B9,-446.5,9.0,0.1,,,,33,29
C_0311+525,King_5,03 14 45,+52 41 12,143.776,-4.287,1900.0,11.39,0.76,9.0,,-142.0,5.0,-0.38,-52.0,,,2889,2889
C_0312+598,Stock_23,03 16 11,+60 02 59,140.08,2.09,380.0,8.7,0.26,7.51,B6,13.9,21.6,,-16.75,-1.34,-1.11,28,28
Cl_Melotte_20,Melotte_20,03 22 00,+48 37 00,146.56799999999998,-5.862,185.0,6.61,0.09,7.854,B2,-18.9,300.0,,,,,1549,1469
NAME_Alessi_Teutsch_9,ASCC_10,03 27 00,+35 02 24,155.6,-17.79,700.0,9.53,0.1,8.65,,-213.9,57.6,,,-3.08,-1.01,55,55
C_0324+562,King_6,03 28 06,+56 27 00,143.361,-0.076,871.0,11.25,0.5,8.34,B8,-1.2,10.0,0.46,,,,1329,1322
Cl_Alessi_13,Alessi_13,03 28 12,-35 54 00,237.65,-55.71,110.0,5.33,0.04,8.72,,-90.9,384.0,,20.1,36.97,-3.18,933,933
C_0327+524,Czernik_16,03 30 48,+52 39 00,145.83700000000002,-2.986,,,,,,,5.0,,,,,7551,7551
NGC_1342,NGC_1342,03 31 38,+37 22 36,154.952,-15.342,665.0,10.1,0.319,8.655,A2,-175.9,15.0,-0.16,-10.9,-1.15,-2.8,55,37
[KPR2005]_11,ASCC_11,03 32 16,+44 50 24,150.56,-9.24,650.0,9.53,0.15,8.61,,-104.4,42.0,,-3.45,0.15,-5.01,54,54
Cl_Berkeley_9,Berkeley_9,03 32 37,+52 39 04,146.062,-2.8280000000000003,820.0,12.02,0.79,9.6,,-40.6,4.0,,,,,1571,1334
IC_348,IC_348,03 44 30,+32 17 00,160.49,-17.802,385.0,10.81,0.929,7.641,B6,-117.7,7.0,,,7.29,-7.7,2622,2070
Cl_Melotte_22,Melotte_22,03 47 00,+24 07 00,166.571,-23.521,150.0,5.97,0.03,8.131,B5,-59.9,120.0,,5.67,19.88,-45.0,1382,1358
Juchert_11,Juchert_11,03 47 18,+53 54 35,147.071,-0.508,2590.0,17.0,1.59,8.93,,-23.0,5.0,,,,,1009,1009
C_0343+589,Tombaugh_5,03 47 48,+59 03 00,143.942,3.573,1750.0,13.7,0.8,8.3,,110.0,14.0,,,,,3424,3424
NGC_1444,NGC_1444,03 49 25,+52 39 30,148.096,-1.2919999999999998,1199.0,12.6,0.7120000000000001,7.9639999999999995,B0,-27.0,4.0,,,2.34,-1.95,19,16
Alicante_1,Alicante_1,03 59 12,+57 14 00,146.262,3.128,4000.0,16.08,0.67,6.48,,218.3,2.0,,,,,37,37
NGC_1496,NGC_1496,04 04 32,+52 39 42,149.847,0.187,1230.0,11.84,0.45,8.8,,4.0,4.0,,,,,55,55
NGC_1502,NGC_1502,04 07 50,+62 19 54,143.672,7.6579999999999995,821.0,11.92,0.759,7.051,B0,109.4,8.0,,-18.0,0.49,0.5,143,130
NGC_1513,NGC_1513,04 09 57,+49 30 54,152.59,-1.574,1320.0,12.68,0.67,8.11,,-36.3,10.0,,,4.95,-3.5,3355,2667
NGC_1528,NGC_1528,04 15 23,+51 12 54,152.05700000000002,0.258,776.0,10.25,0.258,8.568,A0,3.5,16.0,,-10.3,1.37,-1.4,678,623
IC_361,IC_361,04 19 00,+58 18 00,147.484,5.7010000000000005,1070.0,13.61,1.117,7.718,,106.3,6.0,,,,,1471,1421
Cl_Berkeley_11,Berkeley_11,04 20 36,+44 55 00,157.082,-3.642,2881.0,15.23,0.9470000000000001,7.718999999999999,,-183.0,5.0,,,1.45,-2.37,26,24
NGC_1545,NGC_1545,04 20 57,+50 15 12,153.359,0.184,711.0,10.2,0.303,8.448,B8,2.3,18.0,-0.06,-12.0,0.25,0.2,25,21
NAME_Hyades,Melotte_25,04 26 54,+15 52 00,180.06400000000002,-22.343000000000004,45.0,3.3,0.01,8.896,A2,-17.1,330.0,0.17,,,,58,55
NGC_1582,NGC_1582,04 31 53,+43 49 00,159.303,-3.0389999999999997,1100.0,11.29,0.35,8.48,B8,,15.0,,,,,1234,1234
NGC_1641,NGC_1641,04 35 32,-65 45 00,277.203,-38.318000000000005,1200.0,10.71,0.1,9.2,,-744.0,11.0,,,,,148,148
Cl_Berkeley_67,Berkeley_67,04 37 49,+50 46 47,154.826,2.49,2450.0,14.4,0.79,9.0,,106.4,10.0,,,,,1039,1039
NGC_1624,NGC_1624,04 40 38,+50 28 04,155.356,2.616,6025.0,16.38,0.8,6.6,,275.0,6.0,,,,,14,14
Cl_Berkeley_68,Berkeley_68,04 44 30,+42 04 00,162.125,-2.408,1678.0,13.2,0.6709999999999999,8.391,,-70.5,12.0,,,-3.18,-2.33,133,129
NGC_1647,NGC_1647,04 45 55,+19 06 54,180.33700000000002,-16.772000000000002,540.0,9.81,0.37,8.158,B8,-155.8,40.0,,-2.0,-1.77,-2.0,516,514
[KPR2004b]_55,Alessi_2,04 46 15,+55 13 47,152.29,6.36,501.0,9.06,0.18,8.6,,55.5,33.6,,,-0.08,0.31,41,41
NGC_1662,NGC_1662,04 48 27,+10 56 12,187.695,-21.114,437.0,9.14,0.304,8.625,A0,-157.4,20.0,-0.09,-13.9,-1.93,-2.1,55,33
NGC_1663,NGC_1663,04 48 58,+13 08 54,185.845,-19.735,700.0,9.85,0.2,9.3,,,12.0,,,,,133,133
[KPR2005]_12,ASCC_12,04 49 55,+41 43 47,163.03,-1.86,500.0,8.96,0.15,8.42,,-16.2,30.0,,,-0.62,-1.86,25,25
NGC_1664,NGC_1664,04 51 06,+43 40 30,161.67700000000002,-0.446,1199.0,11.18,0.254,8.465,B8,-9.3,9.0,,7.8,1.96,-5.1,737,734
Cl_Berkeley_13,Berkeley_13,04 55 52,+52 48 00,155.066,5.9270000000000005,2470.0,14.01,0.66,9.0,,254.9,7.0,,,,,1247,1247
C_0453+287,Czernik_19,04 57 09,+28 46 47,174.09900000000002,-8.832,2525.0,14.25,0.85,8.0,,-387.7,14.0,,,,,852,852
NAME_Skiff_J0458+43.0,Skiff_J0458+43.0,04 58 14,+43 00 48,163.007,0.145,2125.0,12.19,0.18,8.95,,5.4,5.0,,,,,147,147
Cl_Berkeley_15,Berkeley_15,05 02 06,+44 30 43,162.25799999999998,1.619,3300.0,15.32,0.88,8.4,,93.2,8.0,,,,,1300,1300
NGC_1708,NGC_1708,05 03 25,+52 50 59,155.74,6.85,600.0,9.88,0.32,8.76,,71.6,25.2,,,-3.52,0.39,14,14
NGC_1746,NGC_1746,05 03 50,+23 46 12,179.07,-10.65,760.0,10.18,0.25,8.19,B5,-140.5,68.4,,2.0,-1.87,-3.07,131,131
NGC_1750,NGC_1750,05 03 55,+23 39 30,179.178,-10.695,630.0,10.05,0.34,8.3,,-116.9,20.0,,,-3.14,-2.91,477,456
NAME_HIP_23784_Cluster,Platais_4,05 06 53,+22 22 12,180.65,-10.9,276.0,7.98,0.25,8.24,,-52.2,150.0,,13.8,2.36,-6.33,252,252
NGC_1778,NGC_1778,05 08 04,+37 01 24,168.903,-2.015,1469.0,11.88,0.336,8.155,B6,-51.7,8.0,,10.0,3.33,-3.21,35,32
C_0505+390,King_17,05 08 24,+39 05 00,167.291,-0.731,3240.0,14.35,0.58,8.22,,-41.3,5.0,,,,,4314,3079
NGC_1802,NGC_1802,05 10 15,+24 08 23,179.64,-9.24,400.0,8.78,0.25,8.66,,-64.2,36.0,,,-0.48,-8.23,25,25
NGC_1807,NGC_1807,05 10 43,+16 31 18,186.088,-13.495,,,,,A2,,15.0,,,,,416,408
NGC_1798,NGC_1798,05 11 39,+47 41 30,160.703,4.85,3550.0,13.9,0.37,9.2,,300.1,5.0,,,,,1575,1575
NGC_1817,NGC_1817,05 12 15,+16 41 24,186.15599999999998,-13.095999999999998,1972.0,12.51,0.33399999999999996,8.612,A0,-446.8,16.0,-0.26,,1.02,-6.51,2213,2143
[KPR2005]_13,ASCC_13,05 13 19,+44 34 48,163.4,3.26,800.0,10.14,0.2,7.71,,45.5,84.0,,-7.3,-0.75,-1.66,158,158
NGC_1901,NGC_1901,05 18 15,-68 26 12,279.022,-33.603,415.0,8.28,0.06,8.92,,-229.7,15.0,,,1.69,9.5,68,45
NGC_1857,NGC_1857,05 20 05,+39 19 30,168.405,1.2590000000000001,,,,,A0,,6.0,,,,,14,14
[KPR2005]_14,ASCC_14,05 20 31,+35 13 12,171.83,-1.03,1100.0,10.77,0.18,8.61,,-19.8,26.4,,-16.87,-0.91,-5.98,26,26
Cl_Berkeley_17,Berkeley_17,05 20 36,+30 36 00,175.646,-3.648,2700.0,14.33,0.7,10.08,,-171.8,7.0,-0.33,-84.0,,,2473,2473
[KPR2005]_15,ASCC_15,05 22 37,+36 32 59,170.98,0.07,1400.0,11.6,0.28,8.6,,1.7,24.0,,,-0.08,-6.58,18,18
NGC_1893,NGC_1893,05 22 44,+33 24 42,173.585,-1.68,3280.0,14.38,0.581,7.027,,-96.2,11.0,,-4.7,0.54,-4.03,3918,3537
Cl_Berkeley_19,Berkeley_19,05 24 06,+29 36 00,176.90099999999998,-3.588,4831.0,14.66,0.4,9.49,,-302.3,4.0,,,,,6,6
NAME_25_Ori_Group,ASCC_16,05 24 35,+01 47 59,200.98,-18.35,460.0,8.59,0.09,6.93,,-144.8,74.4,,0.75,0.75,-0.18,119,119
[KPR2005]_17,ASCC_17,05 25 12,+30 10 12,176.56,-3.08,2000.0,12.5,0.32,7.12,,-107.5,30.0,,-16.0,1.33,-6.39,29,29
NGC_1896,NGC_1896,05 25 40,+29 17 59,177.34,-3.48,820.0,10.03,0.15,8.8,,-49.8,22.8,,,0.54,-8.03,19,19
NGC_1883,NGC_1883,05 25 54,+46 29 24,163.083,6.159,4800.0,14.12,0.23,9.0,,515.0,3.0,-0.22,-30.6,,,403,403
C_0523+160,Collinder_65,05 26 05,+15 41 59,188.86,-10.86,310.0,7.86,0.13,7.41,,-58.4,288.0,,17.4,1.16,-6.46,902,902
[KPR2005]_18,ASCC_18,05 26 09,+00 49 12,202.08,-18.49,500.0,8.68,0.06,7.12,,-158.6,74.4,,13.39,0.89,-0.02,105,105
Cl_Czernik_21,Czernik_21,05 26 30,+36 00 00,171.88,0.415,3000.0,15.05,0.86,9.2,,21.7,7.0,,,,,1831,1831
[KPR2005]_19,ASCC_19,05 27 46,-01 58 48,204.88,-19.47,350.0,7.75,0.01,7.64,,-116.7,96.0,,19.3,0.61,-0.68,125,125
NGC_1907,NGC_1907,05 28 05,+35 19 30,172.61900000000003,0.306,1556.0,12.25,0.415,8.567,B3,8.3,7.0,,0.1,-1.88,-1.63,15,15
C_0524+343,Stock_8,05 28 08,+34 25 42,173.37099999999998,-0.183,1821.0,12.68,0.445,7.056,B0,-5.8,14.0,,,-0.99,-5.39,7925,7924
M_38,NGC_1912,05 28 40,+35 50 54,172.25,0.695,1066.0,10.91,0.248,8.463,B4,12.9,20.0,,-1.0,-0.05,-5.7,117,95
NAME_HR_1833_Cluster,ASCC_20,05 28 44,+01 37 47,201.67,-17.53,450.0,8.39,0.04,7.35,,-135.5,90.0,,17.62,-0.09,0.51,177,177
[KPR2005]_21,ASCC_21,05 28 58,+03 39 00,199.86,-16.49,500.0,8.59,0.03,7.11,,-141.9,96.0,,19.9,0.52,-0.62,192,192
NGC_1931,NGC_1931,05 31 25,+34 14 42,173.898,0.281,3086.0,14.73,0.738,7.002000000000001,,15.1,5.0,,,,,8,8
Cl_Berkeley_20,Berkeley_20,05 33 00,+00 13 00,203.483,-17.373,8400.0,14.99,0.12,9.78,,-2508.2,2.0,-0.75,,,,16,16
Cl_Collinder_69,Collinder_69,05 35 06,+09 56 00,195.048,-12.003,441.0,8.54,0.10300000000000001,7.05,O8,-91.7,70.0,,,0.45,-2.4,545,487
NGC_1981,NGC_1981,05 35 09,-04 24 00,208.06,-18.96,400.0,8.16,0.05,7.5,B1,-130.0,30.0,,27.94,1.01,1.14,20,20
M_42,NGC_1976,05 35 16,-05 23 24,209.01,-19.386,399.0,8.16,0.05,7.11,O6,-132.4,47.0,,,1.67,-0.3,4946,4021
NGC_1977,NGC_1977,05 35 24,-04 49 12,208.48,-19.1,500.0,8.65,0.05,7.08,,-163.6,25.2,,25.26,2.42,-1.9,12,12
NGC_1980,NGC_1980,05 35 24,-05 54 35,209.51,-19.6,550.0,8.86,0.05,6.67,B1,-184.5,25.2,,25.34,0.83,-0.36,18,18
Cl_Collinder_70,Collinder_70,05 35 31,-01 06 00,205.03,-17.35,391.0,8.09,0.04,6.71,,-116.6,180.0,,19.49,0.36,-0.68,501,501
M_36,NGC_1960,05 36 18,+34 08 24,174.535,1.072,1318.0,11.29,0.222,7.468,B2,24.7,10.0,,-4.0,0.15,-4.05,1470,1220
NGC_1996,NGC_1996,05 38 02,+25 46 12,181.8,-3.11,1400.0,11.2,0.15,8.45,,-76.0,24.0,,,0.58,-4.35,17,17
*_sig_Ori,Sigma_Ori,05 38 42,-02 36 00,206.81099999999998,-17.346,,,,,,,10.0,,,1.68,1.73,684,530
C_0535+379,Stock_10,05 39 00,+37 55 48,171.62,3.55,380.0,8.15,0.08,8.42,B7,23.5,38.4,,-8.15,-3.34,-1.57,41,41
Cl_Berkeley_71,Berkeley_71,05 40 56,+32 16 42,176.62599999999998,0.898,3900.0,15.59,0.85,8.8,,61.1,5.0,,,,,1117,1117
C_0546+336,King_8,05 49 24,+33 38 00,176.395,3.1189999999999998,6403.0,15.83,0.58,8.618,B0,348.4,4.0,-0.46,,,,8,8
Cl_Berkeley_72,Berkeley_72,05 50 18,+22 12 00,186.315,-2.575,3810.0,15.35,0.79,8.78,,-171.2,2.0,,,,,2013,2013
Cl_Berkeley_21,Berkeley_21,05 51 42,+21 47 00,186.84,-2.509,5000.0,15.85,0.76,9.34,,-218.9,5.0,-0.83,,,,1567,1567
M_37,NGC_2099,05 52 18,+32 33 12,177.635,3.091,1383.0,11.64,0.302,8.54,B9,74.6,14.0,0.08,7.7,3.78,-7.09,19570,17076
NGC_2112,NGC_2112,05 53 45,+00 24 36,205.872,-12.615,850.0,11.6,0.63,9.301,,-185.6,18.0,-0.11,39.0,,,1274,1194
Cl_Berkeley_22,Berkeley_22,05 58 24,+07 50 00,199.877,-8.079,7663.0,16.59,0.7,9.027000000000001,,-1076.9,1.0,-0.3,,,,1494,1494
NGC_2129,NGC_2129,06 00 41,+23 19 06,186.555,0.055999999999999994,1515.0,12.9,0.6459999999999999,7.318,B1,1.5,5.0,,-6.3,2.22,-1.66,700,695
NGC_2126,NGC_2126,06 02 32,+49 52 00,163.237,13.129000000000001,1200.0,11.0,0.2,9.1,,295.0,5.0,,,,,3226,2563
NGC_2143,NGC_2143,06 03 07,+05 46 11,202.19,-8.02,800.0,9.52,0.0,9.15,,-111.6,25.2,,,2.85,2.4,17,17
IC_2156,IC_2156,06 04 51,+24 09 30,186.295,1.3,2100.0,13.7,0.67,8.4,,47.6,3.0,,,,,553,553
